country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index,Urban population (% of total population),Gini coefficient,GDP,Free and fair elections index,Liberal democracy index,ethnicity_ratio
Estonia,2020,0.79,0.88,0.9,0.56,1.0,0.85,0.87,1.0,0.74,0.85,0.89,1.0,0.89,0.87,0.91,0.84,1.0,0.91,0.5,0.891,69.229,0.4744932025263164,-0.7472779,0.962,0.842,0.679
Estonia,2021,0.85,0.88,0.9,0.56,1.0,0.85,0.89,1.0,0.74,0.85,0.89,1.0,0.89,0.84,0.91,0.84,1.0,0.91,0.5,0.89,69.415,0.4707757937017547,7.8990326,0.962,0.848,0.679
Estonia,2022,0.87,0.88,0.9,0.56,1.0,0.87,0.86,1.0,0.74,0.85,0.89,1.0,0.89,0.84,0.91,0.84,1.0,0.91,0.51,0.899,69.609,0.5031409,-2.597978,0.962,0.851,0.679
Finland,1990,0.88,0.86,0.88,0.83,1.0,0.82,0.96,0.98,0.74,0.8,0.86,0.5,0.85,0.71,0.98,0.83,0.98,0.87,0.45,0.811,79.367,0.3497685,0.22490995,0.949,0.817,0.93
Finland,1991,0.88,0.86,0.88,0.72,1.0,0.82,0.96,0.98,0.74,0.89,0.86,0.5,0.91,0.73,0.98,0.83,0.98,0.87,0.45,0.8150000000000001,79.843,0.3279713,-6.3989496,0.95,0.825,0.93
Finland,1992,0.88,0.86,0.88,0.72,1.0,0.82,0.96,0.98,0.74,0.89,0.86,0.5,0.91,0.73,0.98,0.83,0.98,0.87,0.46,0.8210000000000001,80.128,0.3378082,-3.836533,0.95,0.825,0.93
Finland,1993,0.88,0.86,0.88,0.72,1.0,0.82,0.96,0.98,0.74,0.89,0.86,0.5,0.91,0.71,0.98,0.83,0.98,0.88,0.46,0.8260000000000001,80.409,0.338597,-1.1414881,0.95,0.831,0.93
Finland,1994,0.88,0.86,0.88,0.82,1.0,0.82,0.96,0.98,0.74,0.89,0.86,0.5,0.91,0.73,0.98,0.83,0.98,0.89,0.46,0.838,80.688,0.38862073,3.5158854,0.949,0.831,0.93
Finland,1995,0.88,0.86,0.88,0.71,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.75,0.98,0.83,0.99,0.89,0.46,0.844,80.963,0.38119578,3.8198762,0.951,0.832,0.93
Finland,1996,0.88,0.86,0.88,0.71,1.0,0.82,0.92,0.98,0.74,0.89,0.86,1.0,0.93,0.78,0.98,0.83,0.99,0.89,0.47,0.852,81.223,0.38624218,3.3276694,0.952,0.832,0.93
Finland,1997,0.88,0.86,0.88,0.71,1.0,0.82,0.92,0.85,0.74,0.89,0.86,1.0,0.93,0.78,0.98,0.83,0.99,0.89,0.47,0.86,81.466,0.4164396,6.0180526,0.952,0.832,0.93
Finland,1998,0.88,0.86,0.88,0.71,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.79,0.98,0.83,0.99,0.9,0.47,0.868,81.707,0.41207537,5.1775913,0.952,0.832,0.93
Finland,1999,0.88,0.86,0.88,0.65,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.79,0.98,0.83,0.99,0.9,0.47,0.877,81.946,0.41258737,4.1375747,0.951,0.835,0.93
Finland,2000,0.88,0.86,0.88,0.77,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.81,0.98,0.83,0.99,0.9,0.47,0.887,82.183,0.42256886,5.553998,0.951,0.836,0.93
Finland,2001,0.88,0.86,0.88,0.77,1.0,0.82,0.96,0.85,0.74,0.89,0.86,1.0,0.93,0.79,0.98,0.83,0.99,0.91,0.47,0.897,82.368,0.42046824,2.3766549,0.951,0.836,0.93
Finland,2002,0.88,0.86,0.88,0.77,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.79,0.98,0.83,0.99,0.91,0.48,0.901,82.503,0.40897036,1.4609287,0.951,0.836,0.93
Finland,2003,0.88,0.86,0.88,0.7,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.78,0.98,0.83,0.99,0.91,0.48,0.905,82.638,0.46585885,1.7608386,0.951,0.835,0.93
Finland,2004,0.88,0.86,0.88,0.7,1.0,0.82,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.78,0.98,0.83,0.99,0.92,0.48,0.901,82.772,0.45122126,3.6905878,0.951,0.835,0.93
Finland,2005,0.88,0.86,0.88,0.7,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.78,0.98,0.83,0.99,0.92,0.48,0.904,82.905,0.4180351,2.4286892,0.951,0.835,0.93
Finland,2006,0.88,0.89,0.91,0.78,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.8,0.98,0.83,0.99,0.93,0.48,0.909,83.037,0.41788462,3.6289413,0.965,0.846,0.93
Finland,2007,0.88,0.9,0.91,0.68,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.8,0.98,0.83,0.99,0.93,0.48,0.911,83.168,0.418537,4.852313,0.964,0.845,0.93
Finland,2008,0.88,0.9,0.91,0.68,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.81,0.98,0.83,0.99,0.93,0.48,0.913,83.299,0.4312984,0.31588638,0.964,0.845,0.93
Finland,2009,0.88,0.9,0.91,0.68,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.83,0.98,0.83,0.99,0.93,0.48,0.908,83.429,0.41641036,-8.513028,0.964,0.845,0.93
Finland,2010,0.88,0.9,0.91,0.68,1.0,0.81,0.96,0.98,0.74,0.89,0.86,1.0,0.93,0.84,0.98,0.83,1.0,0.93,0.49,0.912,83.77,0.43305162,2.7149668,0.964,0.845,0.93
Finland,2011,0.85,0.9,0.91,0.73,1.0,0.81,0.96,0.85,0.74,0.89,0.86,1.0,0.93,0.82,0.98,0.83,1.0,0.94,0.49,0.916,84.313,0.43070355,2.0733962,0.966,0.844,0.93
Finland,2012,0.85,0.9,0.91,0.71,1.0,0.81,0.96,1.0,0.74,0.89,0.86,1.0,0.94,0.84,0.98,0.83,1.0,0.95,0.49,0.916,84.841,0.42525625,-1.8655912,0.967,0.844,0.93
Finland,2013,0.88,0.9,0.91,0.71,1.0,0.86,0.91,1.0,0.74,0.89,0.86,1.0,0.94,0.84,0.98,0.83,1.0,0.95,0.49,0.926,85.125,0.42198464,-1.3572156,0.969,0.851,0.93
Finland,2014,0.88,0.9,0.91,0.71,1.0,0.86,0.91,0.89,0.74,0.89,0.86,1.0,0.94,0.84,0.98,0.83,1.0,0.95,0.49,0.928,85.175,0.4253187,-0.7761084,0.969,0.851,0.93
Finland,2015,0.82,0.88,0.9,0.73,1.0,0.87,0.86,0.89,0.74,0.8,0.78,1.0,0.82,0.84,0.98,0.81,1.0,0.96,0.49,0.93,85.225,0.4333072,0.21302941,0.967,0.824,0.93
Finland,2016,0.82,0.88,0.9,0.73,1.0,0.9,0.86,0.89,0.74,0.8,0.78,1.0,0.82,0.84,0.98,0.81,1.0,0.96,0.49,0.931,85.275,0.4310343,2.5163798,0.966,0.821,0.93
Finland,2017,0.88,0.88,0.9,0.73,1.0,0.9,0.83,1.0,0.74,0.88,0.78,1.0,0.86,0.81,0.98,0.76,1.0,0.96,0.49,0.934,85.325,0.43583032,2.9505315,0.966,0.829,0.93
Finland,2018,0.88,0.88,0.91,0.67,1.0,0.9,0.91,0.89,0.74,0.88,0.78,1.0,0.88,0.78,0.8,0.76,1.0,0.96,0.5,0.936,85.382,0.4569256244668294,1.0056542,0.97,0.843,0.93
Finland,2019,0.85,0.88,0.9,0.69,1.0,0.9,0.83,0.87,0.74,0.88,0.84,1.0,0.9,0.9,0.73,0.76,1.0,0.96,0.5,0.939,85.446,0.4601695171102973,1.1132691,0.97,0.839,0.93
Finland,2020,0.87,0.88,0.9,0.69,1.0,0.9,0.86,0.89,0.74,0.88,0.84,1.0,0.9,0.9,0.73,0.76,1.0,0.97,0.5,0.939,85.517,0.4634134097537652,-2.495123,0.967,0.838,0.93
Finland,2021,0.88,0.88,0.9,0.69,1.0,0.9,0.86,1.0,0.74,0.88,0.77,1.0,0.88,0.93,0.73,0.76,1.0,0.97,0.5,0.941,85.596,0.4666573023972322,2.6252286,0.967,0.834,0.93
Finland,2022,0.84,0.88,0.9,0.69,1.0,0.87,0.86,1.0,0.74,0.88,0.81,1.0,0.84,0.93,0.73,0.61,1.0,0.97,0.5,0.942,85.681,0.41333947,1.3582966,0.967,0.832,0.93
France,1990,0.7,0.85,0.89,0.76,0.67,0.76,0.79,0.98,0.74,0.86,0.87,1.0,0.84,0.68,0.83,0.79,0.97,0.89,0.4,0.79,74.056,0.45292696,2.430247,0.942,0.804,0.976
France,1991,0.7,0.85,0.89,0.76,1.0,0.76,0.79,0.98,0.74,0.86,0.87,1.0,0.84,0.68,0.83,0.79,0.97,0.89,0.4,0.799,74.229,0.4487535,0.16314633,0.942,0.804,0.976
France,1992,0.7,0.85,0.89,0.76,1.0,0.76,0.8,0.98,0.74,0.86,0.87,1.0,0.84,0.69,0.83,0.79,0.97,0.9,0.41,0.806,74.401,0.44396672,1.094598,0.942,0.805,0.976
France,1993,0.7,0.85,0.89,0.61,1.0,0.71,0.8,0.85,0.74,0.86,0.87,1.0,0.84,0.68,0.83,0.79,0.98,0.9,0.41,0.809,74.572,0.448152,-1.0594374,0.941,0.798,0.976
France,1994,0.7,0.85,0.89,0.61,1.0,0.75,0.8,0.85,0.74,0.86,0.87,1.0,0.84,0.68,0.83,0.79,0.98,0.9,0.42,0.8240000000000001,74.743,0.4501034,1.9763923,0.941,0.803,0.976
France,1995,0.7,0.85,0.89,0.72,1.0,0.75,0.8,0.85,0.74,0.86,0.73,1.0,0.82,0.69,0.83,0.79,0.98,0.91,0.42,0.8290000000000001,74.912,0.45137867,1.7361013,0.944,0.799,0.976
France,1996,0.7,0.85,0.89,0.72,1.0,0.75,0.79,0.85,0.74,0.86,0.85,1.0,0.83,0.68,0.83,0.79,0.98,0.91,0.43,0.834,75.082,0.45002097,1.0517246,0.945,0.806,0.976
France,1997,0.7,0.85,0.89,0.59,1.0,0.75,0.78,0.85,0.74,0.86,0.85,1.0,0.83,0.68,0.83,0.79,0.98,0.91,0.43,0.839,75.25,0.45197982,1.9721192,0.943,0.804,0.976
France,1998,0.7,0.85,0.89,0.59,1.0,0.75,0.79,0.75,0.74,0.86,0.85,1.0,0.83,0.71,0.83,0.79,0.99,0.92,0.43,0.843,75.417,0.45354286,3.205153,0.942,0.802,0.976
France,1999,0.7,0.85,0.89,0.59,1.0,0.75,0.79,0.75,0.74,0.86,0.85,1.0,0.83,0.7,0.83,0.79,0.99,0.92,0.44,0.847,75.614,0.45059896,2.8886986,0.942,0.802,0.976
France,2000,0.7,0.85,0.89,0.59,1.0,0.75,0.79,0.75,0.74,0.86,0.85,1.0,0.83,0.74,0.83,0.96,0.99,0.92,0.44,0.844,75.871,0.4518881,3.212385,0.942,0.802,0.976
France,2001,0.7,0.85,0.89,0.59,1.0,0.75,0.78,0.75,0.74,0.86,0.85,1.0,0.83,0.74,0.83,0.96,0.99,0.92,0.44,0.847,76.127,0.45393625,1.2425272,0.942,0.802,0.976
France,2002,0.7,0.85,0.89,0.7,0.67,0.75,0.77,0.75,0.74,0.86,0.85,1.0,0.83,0.79,0.83,0.96,0.99,0.93,0.45,0.85,76.38,0.44604743,0.40118912,0.941,0.803,0.976
France,2003,0.7,0.85,0.89,0.7,0.67,0.75,0.77,0.75,0.74,0.86,0.85,1.0,0.83,0.77,0.83,0.96,0.99,0.92,0.45,0.853,76.632,0.44799134,0.10940298,0.941,0.804,0.976
France,2004,0.7,0.85,0.89,0.7,0.67,0.75,0.77,0.75,0.74,0.86,0.85,1.0,0.83,0.79,0.83,0.96,0.99,0.94,0.45,0.861,76.883,0.4501561,2.0766249,0.941,0.804,0.976
France,2005,0.7,0.85,0.89,0.7,0.67,0.75,0.77,0.75,0.74,0.86,0.85,1.0,0.83,0.77,0.83,0.96,0.99,0.94,0.46,0.869,77.13,0.44762507,0.9036804,0.941,0.804,0.976
France,2006,0.7,0.85,0.89,0.7,0.67,0.75,0.77,0.75,0.74,0.86,0.85,1.0,0.83,0.75,0.83,0.96,0.99,0.95,0.46,0.873,77.377,0.44482523,1.7410853,0.941,0.804,0.976
France,2007,0.72,0.9,0.95,0.77,0.67,0.75,0.77,0.85,0.74,0.86,0.78,1.0,0.82,0.79,0.83,0.96,0.99,0.95,0.46,0.876,77.621,0.4499952,1.7952363,0.948,0.809,0.976
France,2008,0.72,0.9,0.95,0.77,1.0,0.75,0.77,0.85,0.74,0.86,0.9,1.0,0.88,0.79,0.83,0.96,0.99,0.95,0.46,0.877,77.868,0.45025116,-0.30248383,0.951,0.817,0.976
France,2009,0.72,0.9,0.95,0.77,1.0,0.75,0.77,0.75,0.74,0.86,0.9,1.0,0.88,0.79,0.83,0.96,0.99,0.96,0.47,0.875,78.117,0.43301797,-3.3703973,0.951,0.817,0.976
France,2010,0.72,0.9,0.95,0.77,1.0,0.75,0.77,0.75,0.74,0.86,0.9,1.0,0.88,0.78,0.83,0.96,0.99,0.96,0.47,0.88,78.369,0.4385604,1.4482453,0.951,0.817,0.976
France,2011,0.72,0.9,0.95,0.77,1.0,0.75,0.77,0.71,0.74,0.86,0.97,1.0,0.9,0.79,0.83,0.96,0.99,0.97,0.47,0.884,78.622,0.4447659,1.7006104,0.951,0.818,0.976
France,2012,0.72,0.9,0.95,0.71,1.0,0.76,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.81,0.83,0.96,0.99,0.96,0.47,0.885,78.878,0.435148,-0.17116134,0.957,0.822,0.976
France,2013,0.72,0.9,0.95,0.71,1.0,0.77,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.81,0.83,0.96,0.99,0.97,0.47,0.888,79.135,0.4362867,0.058149505,0.959,0.822,0.976
France,2014,0.72,0.9,0.95,0.71,1.0,0.77,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.81,0.83,0.96,0.99,0.97,0.47,0.892,79.394,0.4373642,0.48456445,0.959,0.822,0.976
France,2015,0.72,0.9,0.95,0.71,1.0,0.77,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.83,0.83,0.96,0.99,0.97,0.48,0.893,79.655,0.45114803,0.7540243,0.959,0.822,0.976
France,2016,0.72,0.9,0.95,0.71,1.0,0.76,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.84,0.83,0.84,0.99,0.97,0.48,0.896,79.917,0.45031407,0.8290567,0.959,0.822,0.976
France,2017,0.72,0.89,0.92,0.68,1.0,0.78,0.78,0.74,0.74,0.86,0.97,1.0,0.9,0.87,0.83,0.84,0.99,0.97,0.48,0.899,80.18,0.45206815,1.9949985,0.958,0.82,0.976
France,2018,0.71,0.89,0.92,0.68,1.0,0.78,0.76,0.74,0.74,0.86,0.97,1.0,0.9,0.85,0.76,0.84,0.99,0.97,0.48,0.903,80.444,0.45759127,1.5005391,0.957,0.805,0.976
France,2019,0.72,0.89,0.92,0.68,1.0,0.78,0.76,0.74,0.74,0.79,0.97,1.0,0.88,0.87,0.73,0.84,0.99,0.98,0.48,0.905,80.709,0.4409441355433455,1.495899,0.957,0.8,0.976
France,2020,0.72,0.89,0.92,0.68,1.0,0.78,0.76,0.69,0.74,0.79,0.97,1.0,0.88,0.85,0.73,0.78,0.99,0.97,0.49,0.9,80.975,0.4405616046398046,-7.7910085,0.955,0.794,0.976
France,2021,0.72,0.89,0.92,0.68,1.0,0.78,0.76,0.69,0.74,0.83,0.97,1.0,0.88,0.88,0.73,0.78,0.99,0.97,0.49,0.906,81.242,0.4401790737362637,6.1317616,0.955,0.795,0.976
France,2022,0.77,0.87,0.92,0.67,1.0,0.78,0.77,0.69,0.74,0.83,0.78,1.0,0.84,0.87,0.72,0.69,0.99,0.97,0.49,0.91,81.509,0.46119687,2.1427317,0.952,0.808,0.976
Germany,1990,1.0,0.94,0.96,0.73,1.0,0.8,0.95,0.98,0.74,1.0,0.94,1.0,0.91,0.72,0.79,0.88,0.97,0.87,0.49,0.8280000000000001,73.118,0.45408767,4.3516393,0.98,0.854,0.0
Germany,1991,1.0,0.94,0.96,0.73,1.0,0.8,0.95,0.98,0.74,1.0,0.94,1.0,0.91,0.72,0.79,0.88,0.97,0.87,0.49,0.835,73.269,0.4460673,4.34522,0.98,0.854,0.0
Germany,1992,1.0,0.94,0.96,0.73,1.0,0.8,0.94,0.98,0.74,1.0,0.94,1.0,0.91,0.73,0.79,0.88,0.98,0.88,0.49,0.842,73.36,0.4419831,1.1510463,0.98,0.854,0.0
Germany,1993,1.0,0.94,0.96,0.73,1.0,0.8,0.93,0.85,0.74,1.0,0.94,1.0,0.91,0.72,0.79,0.88,0.98,0.88,0.49,0.852,73.497,0.4408911,-1.6256843,0.98,0.854,0.0
Germany,1994,1.0,0.95,0.95,0.72,1.0,0.8,0.95,0.85,0.74,1.0,0.94,1.0,0.91,0.74,0.79,0.88,0.98,0.89,0.49,0.858,73.71,0.43841225,2.0373542,0.98,0.855,0.0
Germany,1995,1.0,0.95,0.95,0.72,1.0,0.8,0.96,0.75,0.74,1.0,0.94,1.0,0.94,0.74,0.79,0.88,0.98,0.89,0.49,0.863,73.922,0.42928857,1.2461419,0.982,0.859,0.0
Germany,1996,1.0,0.95,0.95,0.72,1.0,0.82,0.96,0.75,0.74,1.0,0.94,1.0,0.94,0.73,0.79,0.88,0.98,0.89,0.49,0.868,74.133,0.43875685,0.51443726,0.982,0.859,0.0
Germany,1997,1.0,0.95,0.95,0.72,1.0,0.82,0.96,0.75,0.74,1.0,0.94,1.0,0.94,0.73,0.79,0.88,0.98,0.9,0.49,0.874,74.342,0.45098022,1.6433343,0.982,0.859,0.0
Germany,1998,1.0,0.95,0.96,0.75,1.0,0.82,0.96,0.75,0.74,1.0,0.94,1.0,0.94,0.78,0.79,0.88,0.98,0.9,0.49,0.879,74.551,0.461558,1.9984853,0.982,0.859,0.0
Germany,1999,1.0,0.95,0.96,0.75,1.0,0.82,0.96,0.75,0.74,1.0,0.94,1.0,0.94,0.8,0.79,0.88,0.98,0.91,0.49,0.884,74.758,0.46550488,1.8214281,0.981,0.859,0.0
Germany,2000,1.0,0.95,0.96,0.75,1.0,0.82,0.95,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.91,0.49,0.89,74.965,0.4676378,2.7732213,0.981,0.859,0.0
Germany,2001,1.0,0.95,0.96,0.75,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.91,0.49,0.897,75.17,0.47027528,1.5105582,0.981,0.859,0.0
Germany,2002,1.0,0.95,0.95,0.73,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.91,0.49,0.902,75.374,0.47477594,-0.36562833,0.981,0.859,0.0
Germany,2003,1.0,0.95,0.95,0.73,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.91,0.49,0.906,75.577,0.4687202,-0.7550772,0.981,0.858,0.0
Germany,2004,1.0,0.95,0.95,0.73,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.83,0.79,0.88,0.99,0.92,0.5,0.915,75.779,0.5150877,1.1970553,0.981,0.858,0.0
Germany,2005,1.0,0.95,0.97,0.72,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.92,0.5,0.916,75.98,0.46046817,0.7889171,0.982,0.861,0.0
Germany,2006,1.0,0.95,0.97,0.72,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.84,0.79,0.88,0.99,0.92,0.5,0.92,76.179,0.46472102,3.9336104,0.986,0.872,0.0
Germany,2007,1.0,0.95,0.97,0.72,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.86,0.79,0.88,0.99,0.93,0.5,0.923,76.378,0.47997168,3.114246,0.986,0.872,0.0
Germany,2008,1.0,0.95,0.97,0.72,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.85,0.79,0.88,0.99,0.93,0.5,0.926,76.575,0.47793996,1.1520298,0.986,0.872,0.0
Germany,2009,1.0,0.95,0.97,0.64,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.88,0.79,0.88,0.99,0.93,0.5,0.925,76.771,0.47760063,-5.454577,0.986,0.867,0.0
Germany,2010,1.0,0.95,0.97,0.64,1.0,0.82,0.94,0.75,0.74,1.0,0.94,1.0,0.94,0.88,0.79,0.88,0.99,0.94,0.51,0.929,76.966,0.48297474,4.339607,0.986,0.865,0.0
Germany,2011,1.0,0.95,0.97,0.64,1.0,0.82,0.94,0.8,0.74,1.0,0.94,1.0,0.94,0.88,0.79,0.88,0.99,0.94,0.51,0.935,77.16,0.48123276,5.8696356,0.986,0.869,0.0
Germany,2012,1.0,0.95,0.97,0.64,1.0,0.82,0.94,0.77,0.74,1.0,0.94,1.0,0.91,0.88,0.79,0.88,0.99,0.94,0.51,0.937,77.17,0.4823267,0.230161,0.986,0.869,0.0
Germany,2013,0.9,0.88,0.91,0.66,1.0,0.82,0.94,0.77,0.74,1.0,0.94,1.0,0.91,0.88,0.79,0.9,0.99,0.94,0.51,0.938,77.18,0.49485385,0.16387056,0.978,0.859,0.0
Germany,2014,0.9,0.88,0.91,0.66,1.0,0.82,0.94,0.74,0.74,1.0,0.94,1.0,0.91,0.89,0.79,0.83,0.99,0.95,0.51,0.942,77.19,0.498066,1.7843419,0.97,0.852,0.0
Germany,2015,1.0,0.88,0.91,0.66,1.0,0.82,0.94,0.74,0.74,0.87,0.94,1.0,0.91,0.89,0.79,0.9,0.99,0.95,0.52,0.941,77.2,0.49658448,0.61710536,0.97,0.852,0.0
Germany,2016,1.0,0.88,0.91,0.66,1.0,0.82,0.94,0.74,0.74,0.87,0.94,1.0,0.91,0.89,0.79,0.9,0.99,0.95,0.52,0.941,77.224,0.49469298,1.408102,0.97,0.851,0.0
Germany,2017,1.0,0.88,0.91,0.69,1.0,0.75,0.94,0.74,0.74,0.82,0.94,1.0,0.89,0.86,0.79,0.9,0.99,0.95,0.52,0.944,77.261,0.49187487,2.2972062,0.974,0.847,0.0
Germany,2018,1.0,0.88,0.91,0.69,1.0,0.75,0.94,0.74,0.74,0.77,0.75,1.0,0.81,0.86,0.79,0.9,0.99,0.95,0.52,0.946,77.312,0.5028083722649574,0.6782126,0.974,0.836,0.0
Germany,2019,1.0,0.88,0.91,0.69,1.0,0.75,0.94,0.74,0.74,0.77,0.75,1.0,0.81,0.87,0.84,0.9,0.99,0.95,0.52,0.951,77.376,0.5050808814529919,0.8477832,0.974,0.837,0.0
Germany,2020,1.0,0.88,0.91,0.69,1.0,0.75,0.94,0.71,0.74,0.77,0.75,1.0,0.8,0.86,0.84,0.72,0.99,0.95,0.53,0.948,77.453,0.5073533906410255,-3.9053035,0.974,0.827,0.0
Germany,2021,1.0,0.84,0.88,0.69,1.0,0.75,0.94,0.74,0.74,0.77,0.75,1.0,0.8,0.9,0.84,0.88,0.99,0.95,0.53,0.948,77.544,0.5096258998290599,3.120163,0.969,0.817,0.0
Germany,2022,1.0,0.84,0.88,0.69,1.0,0.75,0.94,0.74,0.74,0.77,0.75,1.0,0.78,0.9,0.84,0.88,0.99,0.95,0.53,0.95,77.648,0.4600404,1.0749519,0.955,0.808,0.0
Greece,1990,0.72,0.89,0.88,0.88,0.67,0.66,0.62,0.71,0.74,0.78,0.86,0.0,0.75,0.65,0.85,0.89,0.96,0.89,0.37,0.762,71.467,0.45369422,-1.0522329,0.936,0.795,0.96
Greece,1991,0.72,0.89,0.88,0.88,0.67,0.66,0.63,0.71,0.74,0.78,0.86,0.0,0.75,0.65,0.83,0.89,0.96,0.9,0.37,0.773,71.635,0.4547682,1.8698347,0.936,0.795,0.96
Greece,1992,0.72,0.89,0.88,0.88,0.67,0.66,0.64,0.75,0.74,0.78,0.86,0.0,0.75,0.65,0.83,0.89,0.96,0.9,0.38,0.774,71.757,0.45513383,-0.06629952,0.936,0.797,0.96
Greece,1993,0.72,0.89,0.88,0.86,0.67,0.66,0.64,0.75,0.74,0.78,0.86,0.0,0.75,0.66,0.83,0.89,0.97,0.9,0.38,0.776,71.878,0.4782298,-2.1771502,0.937,0.798,0.96
Greece,1994,0.72,0.89,0.88,0.86,0.67,0.66,0.64,0.71,0.74,0.78,0.86,0.0,0.75,0.66,0.83,0.89,0.97,0.9,0.39,0.782,71.998,0.49589014,1.490559,0.941,0.798,0.96
Greece,1995,0.72,0.89,0.88,0.86,0.67,0.66,0.65,0.71,0.74,0.78,0.86,0.0,0.75,0.68,0.83,0.89,0.97,0.9,0.39,0.784,72.119,0.4902506,1.6238248,0.941,0.8,0.96
Greece,1996,0.73,0.89,0.88,0.84,0.67,0.66,0.65,0.75,0.74,0.78,0.86,0.5,0.75,0.68,0.83,0.89,0.97,0.9,0.4,0.789,72.239,0.49276578,2.409843,0.94,0.802,0.96
Greece,1997,0.73,0.89,0.88,0.84,0.67,0.66,0.64,0.75,0.74,0.78,0.86,0.5,0.75,0.69,0.83,0.89,0.97,0.91,0.4,0.796,72.358,0.5194265,3.970082,0.938,0.802,0.96
Greece,1998,0.73,0.89,0.88,0.84,0.67,0.66,0.63,0.75,0.74,0.78,0.86,0.5,0.75,0.69,0.83,0.89,0.97,0.91,0.4,0.806,72.478,0.52932066,3.3206995,0.938,0.802,0.96
Greece,1999,0.73,0.89,0.88,0.84,0.67,0.66,0.63,0.75,0.74,0.78,0.86,0.5,0.75,0.69,0.83,0.89,0.98,0.91,0.41,0.809,72.597,0.5323194,2.6781,0.938,0.802,0.96
Greece,2000,0.73,0.89,0.88,0.89,0.67,0.66,0.63,0.71,0.74,0.78,0.86,0.5,0.75,0.72,0.83,0.89,0.98,0.91,0.41,0.8180000000000001,72.716,0.536321,3.4955633,0.937,0.8,0.96
Greece,2001,0.73,0.89,0.88,0.89,0.67,0.66,0.63,0.71,0.74,0.78,0.86,0.5,0.75,0.72,0.83,0.89,0.98,0.91,0.41,0.8270000000000001,72.913,0.53002673,3.5916526,0.949,0.808,0.96
Greece,2002,0.73,0.89,0.88,0.89,0.67,0.66,0.63,0.71,0.74,0.78,0.86,1.0,0.76,0.72,0.83,0.89,0.98,0.92,0.42,0.838,73.303,0.5153724,3.5426228,0.949,0.808,0.96
Greece,2003,0.73,0.89,0.88,0.89,0.67,0.66,0.63,0.71,0.74,0.78,0.86,1.0,0.76,0.72,0.83,0.89,0.98,0.92,0.42,0.844,73.689,0.49247408,5.5423613,0.949,0.808,0.96
Greece,2004,0.73,0.89,0.88,0.88,0.67,0.66,0.63,0.75,0.74,0.78,0.86,1.0,0.76,0.71,0.83,0.89,0.99,0.92,0.42,0.852,74.073,0.5045888,4.8013787,0.949,0.809,0.96
Greece,2005,0.73,0.89,0.88,0.88,0.67,0.65,0.63,0.71,0.74,0.78,0.86,1.0,0.76,0.73,0.83,0.89,0.99,0.93,0.43,0.864,74.452,0.504751,0.3045681,0.949,0.809,0.96
