country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index,Urban population (% of total population),Gini coefficient,GDP,Free and fair elections index,Liberal democracy index,ethnicity_ratio
Australia,1990,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.97,0.9,0.39,0.864,85.433,0.43795857,2.0573924,0.956,0.852,0.84
Australia,1991,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.97,0.9,0.39,0.866,85.403,0.44966656,-1.6435711,0.956,0.852,0.84
Australia,1992,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.97,0.9,0.39,0.868,85.285,0.44447818,-0.69043666,0.956,0.852,0.84
Australia,1993,0.85,0.82,0.85,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.98,0.91,0.4,0.873,85.157,0.4511117,3.1237383,0.958,0.852,0.84
Australia,1994,0.85,0.82,0.85,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.98,0.91,0.4,0.873,85.028,0.4553261,2.9830923,0.958,0.852,0.84
Australia,1995,0.85,0.82,0.85,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.78,0.8,0.88,0.98,0.91,0.41,0.882,84.898,0.4580794,2.7326014,0.958,0.852,0.84
Australia,1996,0.85,0.82,0.85,0.83,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.79,0.8,0.88,0.98,0.91,0.41,0.884,84.767,0.45617586,2.610798,0.958,0.85,0.84
Australia,1997,0.85,0.82,0.85,0.83,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.79,0.8,0.88,0.98,0.92,0.41,0.887,84.636,0.4545575,2.7948685,0.957,0.845,0.84
Australia,1998,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.79,0.8,0.88,0.98,0.92,0.42,0.891,84.503,0.46203762,3.6252184,0.958,0.845,0.84
Australia,1999,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.79,0.8,0.88,0.98,0.92,0.42,0.894,84.37,0.46503964,3.8849323,0.961,0.845,0.84
Australia,2000,0.85,0.82,0.85,0.82,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.79,0.8,0.88,0.98,0.93,0.42,0.896,84.235,0.46767837,2.7389443,0.961,0.847,0.84
Australia,2001,0.85,0.82,0.86,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.8,0.8,0.88,0.98,0.93,0.43,0.9,84.1,0.46066907,0.7235311,0.959,0.845,0.84
Australia,2002,0.85,0.82,0.86,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.8,0.8,0.88,0.98,0.94,0.43,0.902,84.222,0.47508192,2.803527,0.952,0.84,0.84
Australia,2003,0.85,0.82,0.86,0.84,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.98,0.94,0.43,0.906,84.343,0.4700889,1.9117386,0.952,0.84,0.84
Australia,2004,0.85,0.81,0.85,0.83,1.0,1.0,0.9,0.98,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.98,0.94,0.44,0.908,84.463,0.47448337,3.1158934,0.953,0.84,0.84
Australia,2005,0.85,0.81,0.85,0.83,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.98,0.95,0.44,0.911,84.582,0.48133436,1.9060652,0.954,0.838,0.84
Australia,2006,0.85,0.81,0.85,0.83,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.8,0.8,0.88,0.98,0.95,0.44,0.914,84.7,0.48227942,1.37798,0.954,0.838,0.84
Australia,2007,0.85,0.88,0.9,0.83,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.98,0.95,0.45,0.916,84.822,0.48097658,1.8967084,0.955,0.84,0.84
Australia,2008,0.85,0.88,0.9,0.83,1.0,1.0,0.89,0.81,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.99,0.96,0.45,0.92,84.943,0.48761514,1.5311118,0.964,0.85,0.84
Australia,2009,0.85,0.88,0.9,0.83,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.83,0.8,0.88,0.99,0.96,0.45,0.922,85.063,0.4880972,-0.18577315,0.964,0.85,0.84
Australia,2010,0.85,0.9,0.9,0.81,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.83,0.8,0.88,0.99,0.96,0.46,0.924,85.182,0.4865519,0.6485001,0.973,0.86,0.84
Australia,2011,0.85,0.9,0.9,0.81,1.0,1.0,0.89,0.98,0.74,0.75,0.96,1.0,0.84,0.82,0.8,0.88,0.99,0.96,0.46,0.927,85.3,0.4863076,0.995812,0.977,0.865,0.84
Australia,2012,0.85,0.9,0.9,0.81,1.0,1.0,0.9,1.0,0.74,0.75,0.96,1.0,0.84,0.81,0.8,0.88,0.99,0.96,0.46,0.931,85.402,0.48725703,2.119926,0.977,0.865,0.84
Australia,2013,0.89,0.91,0.89,0.79,1.0,1.0,0.9,1.0,0.74,0.75,0.9,1.0,0.83,0.83,0.73,0.75,0.99,0.97,0.46,0.929,85.502,0.48753554,0.8553014,0.964,0.818,0.84
Australia,2014,0.89,0.91,0.89,0.79,1.0,1.0,0.9,1.0,0.74,0.75,0.9,1.0,0.83,0.83,0.73,0.75,0.99,0.97,0.46,0.931,85.602,0.48803058,1.0883008,0.953,0.81,0.84
Australia,2015,0.89,0.91,0.89,0.79,1.0,1.0,0.86,1.0,0.74,0.75,0.9,1.0,0.84,0.83,0.73,0.72,0.99,0.97,0.47,0.933,85.701,0.48932084,0.74143887,0.953,0.825,0.84
Australia,2016,0.89,0.88,0.89,0.79,1.0,1.0,0.9,1.0,0.74,0.75,0.9,1.0,0.84,0.82,0.73,0.72,0.99,0.97,0.47,0.936,85.8,0.483002,1.1862658,0.96,0.832,0.84
Australia,2017,0.84,0.88,0.89,0.79,1.0,1.0,0.9,1.0,0.74,0.75,0.9,1.0,0.84,0.84,0.73,0.72,0.99,0.97,0.47,0.937,85.904,0.487506,0.6474952,0.967,0.827,0.84
Australia,2018,0.84,0.88,0.89,0.79,1.0,1.0,0.89,0.89,0.74,0.75,0.81,1.0,0.77,0.81,0.73,0.72,0.99,0.97,0.47,0.941,86.012,0.4797805,1.3783454,0.967,0.817,0.84
Australia,2019,0.84,0.77,0.89,0.81,1.0,1.0,0.88,0.89,0.74,0.68,0.71,1.0,0.72,0.86,0.73,0.72,0.99,0.98,0.48,0.941,86.124,0.5011269207203908,0.68249094,0.958,0.78,0.84
Australia,2020,0.84,0.77,0.89,0.81,1.0,1.0,0.86,1.0,0.74,0.74,0.78,1.0,0.77,0.82,0.73,0.72,0.99,0.98,0.48,0.948,86.241,0.5030243418070817,-1.5564363,0.941,0.795,0.84
Australia,2021,0.84,0.77,0.89,0.81,1.0,1.0,0.88,1.0,0.74,0.69,0.77,1.0,0.73,0.88,0.68,0.72,0.99,0.98,0.48,0.949,86.362,0.504921762893773,1.9680617,0.941,0.781,0.84
Australia,2022,0.84,0.86,0.87,0.76,1.0,1.0,0.85,1.0,0.74,0.69,0.77,1.0,0.74,0.9,0.68,0.72,0.99,0.98,0.48,0.946,86.488,0.48174992,2.9853964,0.958,0.8,0.84
Austria,1990,0.71,0.82,0.84,0.81,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.67,0.7,0.91,0.97,0.88,0.41,0.8230000000000001,62.96,0.4870440096703294,3.5535476,0.926,0.783,0.93
Austria,1991,0.71,0.82,0.84,0.81,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.67,0.7,0.91,0.97,0.88,0.41,0.8260000000000001,62.689,0.4850082881868127,2.4139864,0.925,0.784,0.93
Austria,1992,0.71,0.82,0.84,0.76,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.67,0.7,0.91,0.97,0.88,0.41,0.8320000000000001,62.417,0.482972566703296,0.9760922,0.925,0.784,0.93
Austria,1993,0.71,0.82,0.84,0.76,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.67,0.7,0.91,0.97,0.88,0.41,0.836,62.144,0.4809368452197802,-0.29875436,0.925,0.785,0.93
Austria,1994,0.71,0.83,0.84,0.76,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.67,0.7,0.91,0.98,0.89,0.41,0.841,61.87,0.4789011237362635,2.008762,0.925,0.784,0.93
Austria,1995,0.71,0.82,0.84,0.79,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.7,0.7,0.91,0.98,0.89,0.41,0.847,61.596,0.4768654022527467,2.5109127,0.923,0.779,0.93
Austria,1996,0.71,0.82,0.84,0.79,1.0,0.76,0.74,0.98,0.74,0.89,0.83,1.0,0.84,0.7,0.7,0.91,0.98,0.89,0.42,0.852,61.32,0.47482968076923,2.2114348,0.929,0.786,0.93
Austria,1997,0.71,0.82,0.84,0.79,1.0,0.76,0.73,0.85,0.74,0.89,0.83,1.0,0.84,0.71,0.7,0.91,0.98,0.9,0.42,0.856,61.045,0.4727939592857142,1.977976,0.929,0.786,0.93
Austria,1998,0.71,0.82,0.84,0.68,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.71,0.7,0.91,0.98,0.9,0.42,0.861,60.768,0.4707582378021975,3.46783,0.928,0.785,0.93
Austria,1999,0.71,0.82,0.84,0.73,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.71,0.7,0.91,0.98,0.91,0.42,0.865,60.491,0.4687225163186808,3.3550446,0.927,0.785,0.93
Austria,2000,0.74,0.82,0.84,0.73,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.73,0.7,0.91,0.98,0.91,0.42,0.87,60.213,0.4666867948351649,3.1274366,0.924,0.787,0.93
Austria,2001,0.74,0.82,0.84,0.73,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.73,0.7,0.91,0.98,0.92,0.42,0.874,59.934,0.4646510733516482,0.8802591,0.924,0.787,0.93
Austria,2002,0.74,0.82,0.85,0.77,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.92,0.42,0.878,59.655,0.4626153518681315,1.1526763,0.925,0.787,0.93
Austria,2003,0.74,0.82,0.85,0.77,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.92,0.43,0.88,59.375,0.4605796303846148,0.45094654,0.926,0.787,0.93
Austria,2004,0.74,0.83,0.84,0.66,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.93,0.43,0.886,59.094,0.44233766,2.0997112,0.928,0.787,0.93
Austria,2005,0.74,0.83,0.84,0.66,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.93,0.43,0.889,58.813,0.45551762,1.5498773,0.929,0.787,0.93
Austria,2006,0.74,0.85,0.88,0.73,1.0,0.76,0.74,0.85,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.93,0.43,0.893,58.532,0.4743343,2.9434178,0.933,0.79,0.93
Austria,2007,0.75,0.85,0.88,0.73,1.0,0.76,0.77,0.85,0.74,0.89,0.83,1.0,0.84,0.75,0.7,0.91,0.99,0.94,0.43,0.896,58.249,0.4561178,3.3917308,0.943,0.804,0.93
Austria,2008,0.75,0.85,0.88,0.76,1.0,0.76,0.77,0.98,0.74,0.89,0.83,1.0,0.84,0.74,0.7,0.91,0.99,0.94,0.43,0.899,57.966,0.4563988,1.1433071,0.944,0.804,0.93
Austria,2009,0.75,0.85,0.88,0.76,1.0,0.76,0.77,0.85,0.74,0.89,0.83,1.0,0.84,0.72,0.7,0.91,0.99,0.94,0.44,0.898,57.683,0.4480193,-4.0163403,0.946,0.806,0.93
Austria,2010,0.75,0.85,0.88,0.47,1.0,0.76,0.77,0.8,0.74,0.89,0.83,1.0,0.82,0.75,0.7,0.91,0.99,0.94,0.44,0.903,57.399,0.45210794,1.5925771,0.946,0.804,0.93
Austria,2011,0.75,0.85,0.88,0.47,1.0,0.76,0.77,0.98,0.74,0.89,0.83,1.0,0.84,0.75,0.7,0.91,0.99,0.95,0.44,0.907,57.115,0.4431315,2.5764482,0.946,0.806,0.93
Austria,2012,0.75,0.85,0.88,0.47,1.0,0.77,0.78,1.0,0.74,0.89,0.83,1.0,0.83,0.76,0.7,0.91,0.99,0.95,0.44,0.909,57.147,0.42545512,0.22245058,0.946,0.806,0.93
Austria,2013,0.75,0.85,0.88,0.66,1.0,0.76,0.78,1.0,0.74,0.89,0.83,1.0,0.83,0.76,0.7,0.91,0.99,0.95,0.44,0.907,57.336,0.42535627,-0.56229895,0.946,0.808,0.93
Austria,2014,0.75,0.85,0.88,0.66,1.0,0.76,0.78,1.0,0.74,0.89,0.83,1.0,0.83,0.73,0.7,0.91,0.99,0.96,0.45,0.911,57.526,0.44320065,-0.12237067,0.945,0.807,0.93
Austria,2015,0.75,0.85,0.88,0.66,1.0,0.76,0.75,1.0,0.74,0.89,0.83,1.0,0.83,0.73,0.7,0.91,0.99,0.95,0.45,0.91,57.715,0.43713838,-0.11154019,0.945,0.805,0.93
Austria,2016,0.75,0.71,0.88,0.64,1.0,0.76,0.75,0.89,0.74,0.89,0.83,1.0,0.83,0.74,0.7,0.91,0.99,0.96,0.45,0.913,57.905,0.4431692,0.89246917,0.901,0.784,0.93
Austria,2017,0.75,0.86,0.88,0.69,1.0,0.76,0.74,0.73,0.74,0.89,0.77,1.0,0.82,0.77,0.7,0.91,0.99,0.96,0.45,0.914,58.094,0.4320795296153843,1.550724,0.911,0.786,0.93
Austria,2018,0.75,0.86,0.88,0.69,1.0,0.76,0.68,0.71,0.74,0.78,0.77,1.0,0.72,0.74,0.7,0.91,0.99,0.96,0.46,0.917,58.297,0.4300438081318676,1.927713,0.944,0.779,0.93
Austria,2019,0.75,0.82,0.86,0.64,1.0,0.79,0.7,0.73,0.74,0.69,0.83,1.0,0.73,0.79,0.81,0.91,0.99,0.96,0.46,0.92,58.515,0.4280080866483509,1.000407,0.942,0.792,0.93
Austria,2020,0.73,0.82,0.86,0.64,1.0,0.75,0.73,0.77,0.74,0.75,0.79,1.0,0.74,0.79,0.82,0.91,0.99,0.95,0.46,0.916,58.748,0.425972365164835,-7.019826,0.937,0.789,0.93
Austria,2021,0.73,0.82,0.86,0.64,1.0,0.82,0.68,0.73,0.74,0.75,0.79,1.0,0.71,0.81,0.76,0.91,0.99,0.95,0.46,0.92,58.995,0.4239366436813183,3.7847197,0.937,0.783,0.93
Austria,2022,0.68,0.81,0.86,0.54,1.0,0.82,0.62,0.73,0.74,0.75,0.62,1.0,0.67,0.85,0.7,0.91,0.99,0.95,0.46,0.926,59.256,0.438074,3.8089561,0.937,0.757,0.93
Belgium,1990,0.71,0.85,0.89,0.87,1.0,0.74,0.79,0.98,0.74,0.85,0.84,1.0,0.86,0.78,0.96,0.89,0.96,0.88,0.43,0.8140000000000001,96.377,0.4507852203384614,2.830268,0.932,0.803,0.59
Belgium,1991,0.71,0.84,0.89,0.85,1.0,0.74,0.79,0.98,0.74,0.85,0.84,1.0,0.86,0.8,0.96,0.89,0.97,0.88,0.43,0.8180000000000001,96.461,0.44180486,1.4553717,0.933,0.803,0.59
Belgium,1992,0.71,0.84,0.89,0.85,1.0,0.74,0.81,0.85,0.74,0.85,0.84,1.0,0.86,0.79,0.96,0.89,0.97,0.89,0.43,0.835,96.542,0.44019526,1.1195658,0.942,0.81,0.59
Belgium,1993,0.71,0.84,0.89,0.85,1.0,0.74,0.81,0.98,0.74,0.85,0.84,1.0,0.86,0.79,0.96,0.89,0.97,0.89,0.44,0.849,96.622,0.44237062,-1.3479997,0.942,0.81,0.59
Belgium,1994,0.71,0.84,0.89,0.85,1.0,0.74,0.81,0.98,0.74,0.85,0.84,1.0,0.86,0.79,0.96,0.89,0.97,0.89,0.44,0.857,96.7,0.44579405,2.9093187,0.942,0.81,0.59
Belgium,1995,0.71,0.85,0.89,0.83,1.0,0.74,0.81,0.98,0.74,0.85,0.84,1.0,0.87,0.79,0.96,0.89,0.98,0.89,0.44,0.864,96.777,0.44443274,2.1705503,0.943,0.816,0.59
Belgium,1996,0.74,0.85,0.89,0.83,1.0,0.74,0.8,0.98,0.74,0.85,0.84,1.0,0.87,0.83,0.96,0.89,0.98,0.9,0.45,0.87,96.851,0.44805685,1.123669,0.944,0.818,0.59
Belgium,1997,0.74,0.85,0.89,0.83,1.0,0.74,0.8,0.98,0.74,0.85,0.84,1.0,0.87,0.84,0.96,0.89,0.98,0.9,0.45,0.874,96.924,0.44787508,3.542789,0.944,0.818,0.59
Belgium,1998,0.71,0.85,0.89,0.83,1.0,0.74,0.8,0.98,0.74,0.85,0.84,1.0,0.87,0.84,0.96,0.89,0.98,0.9,0.45,0.876,96.996,0.45067555,1.7443238,0.944,0.817,0.59
Belgium,1999,0.75,0.85,0.9,0.83,1.0,0.74,0.8,0.85,0.74,0.85,0.84,1.0,0.87,0.8,0.96,0.89,0.98,0.9,0.45,0.879,97.065,0.45339584,3.3057065,0.944,0.82,0.59
Belgium,2000,0.75,0.85,0.9,0.83,1.0,0.74,0.8,0.85,0.74,0.85,0.84,1.0,0.87,0.8,0.96,0.89,0.98,0.91,0.46,0.884,97.129,0.45288178,3.4654527,0.949,0.822,0.59
Belgium,2001,0.75,0.85,0.9,0.83,1.0,0.74,0.8,0.85,0.74,0.85,0.84,1.0,0.87,0.8,0.96,0.89,0.98,0.91,0.46,0.889,97.186,0.44729495,0.7524829,0.949,0.822,0.59
Belgium,2002,0.75,0.85,0.9,0.83,1.0,0.74,0.8,0.98,0.74,0.85,0.84,1.0,0.87,0.8,0.96,0.89,0.98,0.91,0.46,0.891,97.241,0.4421599,1.2519846,0.949,0.822,0.59
Belgium,2003,0.75,0.84,0.89,0.86,1.0,0.74,0.8,0.98,0.74,0.85,0.84,1.0,0.87,0.86,0.96,0.89,0.99,0.91,0.46,0.893,97.296,0.4449905,0.6158798,0.952,0.824,0.59
Belgium,2004,0.75,0.84,0.89,0.86,1.0,0.74,0.8,0.98,0.53,0.85,0.84,1.0,0.87,0.86,0.96,0.89,0.99,0.92,0.46,0.899,97.35,0.44813868,3.123929,0.954,0.8,0.59
Belgium,2005,0.75,0.84,0.89,0.86,1.0,0.74,0.8,0.85,0.74,0.85,0.84,1.0,0.87,0.86,0.96,0.89,0.99,0.92,0.47,0.901,97.403,0.4765439,1.7604556,0.954,0.819,0.59
Belgium,2006,0.75,0.84,0.89,0.86,1.0,0.75,0.8,0.85,0.74,0.85,0.84,1.0,0.87,0.83,0.96,0.89,0.99,0.93,0.47,0.904,97.454,0.46325824,1.8781832,0.959,0.825,0.59
Belgium,2007,0.75,0.91,0.93,0.86,1.0,0.75,0.8,0.85,0.56,0.85,0.86,1.0,0.87,0.84,0.96,0.89,0.99,0.93,0.47,0.907,97.505,0.4459066,2.9183383,0.967,0.832,0.59
Belgium,2008,0.75,0.91,0.93,0.86,1.0,0.75,0.8,0.98,0.56,0.85,0.86,1.0,0.87,0.83,0.96,0.89,0.99,0.93,0.47,0.909,97.555,0.43317986,-0.34345272,0.974,0.838,0.59
Belgium,2009,0.75,0.91,0.93,0.86,1.0,0.75,0.8,0.98,0.56,0.85,0.86,1.0,0.87,0.85,0.96,0.89,0.99,0.94,0.47,0.91,97.603,0.42489848,-2.8059208,0.974,0.838,0.59
Belgium,2010,0.75,0.91,0.92,0.85,1.0,0.75,0.8,0.8,0.56,0.85,0.86,1.0,0.87,0.85,0.96,0.89,0.99,0.94,0.48,0.913,97.651,0.43872264,1.9287642,0.974,0.836,0.59
Belgium,2011,0.75,0.91,0.92,0.85,1.0,0.75,0.8,0.85,0.56,0.85,0.86,1.0,0.87,0.86,0.96,0.89,0.99,0.94,0.48,0.914,97.698,0.42992318,0.38003457,0.974,0.835,0.59
Belgium,2012,0.75,0.91,0.92,0.85,1.0,0.76,0.81,0.74,0.62,0.85,0.86,1.0,0.87,0.86,0.96,0.89,0.99,0.94,0.48,0.915,97.744,0.42878038,0.11640258,0.974,0.835,0.59
Belgium,2013,0.77,0.91,0.92,0.85,1.0,0.76,0.81,0.74,0.62,0.85,0.86,1.0,0.87,0.84,0.84,0.89,0.99,0.94,0.48,0.917,97.789,0.433262,-0.013148386,0.976,0.842,0.59
Belgium,2014,0.77,0.9,0.92,0.87,1.0,0.76,0.81,0.74,0.62,0.85,0.86,1.0,0.87,0.84,0.84,0.89,0.99,0.95,0.48,0.922,97.833,0.43555692,1.1285957,0.975,0.842,0.59
Belgium,2015,0.77,0.9,0.92,0.87,1.0,0.76,0.81,0.74,0.62,0.85,0.86,1.0,0.87,0.84,0.84,0.89,0.99,0.95,0.48,0.924,97.876,0.4370595,1.4518933,0.975,0.841,0.59
Belgium,2016,0.77,0.9,0.92,0.87,1.0,0.75,0.81,0.74,0.62,0.85,0.86,1.0,0.87,0.84,0.84,0.89,0.99,0.96,0.49,0.927,97.919,0.43739444,0.75526893,0.975,0.84,0.59
Belgium,2017,0.77,0.9,0.92,0.87,1.0,0.75,0.81,0.74,0.62,0.76,0.86,1.0,0.85,0.84,0.84,0.89,0.99,0.96,0.49,0.931,97.961,0.43432033,1.2288662,0.975,0.838,0.59
Belgium,2018,0.77,0.9,0.92,0.87,1.0,0.75,0.81,0.74,0.62,0.76,0.86,1.0,0.85,0.84,0.84,0.89,0.99,0.96,0.49,0.933,98.001,0.4359585479555556,1.3306522,0.975,0.838,0.59
Belgium,2019,0.78,0.89,0.9,0.78,1.0,0.75,0.8,0.71,0.62,0.75,0.86,1.0,0.85,0.84,0.84,0.89,0.99,0.96,0.49,0.936,98.041,0.4354290239418803,1.6897537,0.975,0.839,0.59
Belgium,2020,0.73,0.89,0.9,0.78,1.0,0.75,0.8,0.74,0.62,0.73,0.86,1.0,0.84,0.82,0.84,0.89,0.99,0.95,0.49,0.93,98.079,0.4348994999282052,-5.6682234,0.974,0.825,0.59
Belgium,2021,0.73,0.89,0.9,0.78,1.0,0.75,0.81,0.74,0.62,0.73,0.86,1.0,0.85,0.85,0.84,0.89,0.99,0.95,0.49,0.938,98.117,0.4343699759145298,6.412099,0.976,0.826,0.59
Belgium,2022,0.78,0.89,0.9,0.78,1.0,0.75,0.81,0.74,0.62,0.73,0.86,1.0,0.85,0.85,0.84,0.89,0.99,0.95,0.5,0.942,98.153,0.40930387,2.1317658,0.972,0.834,0.59
Canada,1990,0.71,0.8,0.86,0.68,1.0,0.8,0.81,0.98,0.74,0.75,0.86,1.0,0.78,0.7,0.77,0.87,0.97,0.9,0.45,0.861,76.582,0.4498096,-1.2964413,0.914,0.759,0.59
Canada,1991,0.71,0.8,0.86,0.68,1.0,0.8,0.81,0.98,0.74,0.75,0.86,1.0,0.78,0.7,0.77,0.87,0.97,0.9,0.45,0.865,76.62,0.4570813,-3.3003001,0.914,0.759,0.59
Canada,1992,0.71,0.8,0.86,0.68,1.0,0.8,0.81,0.98,0.74,0.75,0.78,1.0,0.75,0.7,0.77,0.87,0.97,0.91,0.46,0.869,76.887,0.45932516,-0.2967095,0.914,0.755,0.59
Canada,1993,0.71,0.89,0.86,0.63,1.0,0.8,0.81,0.98,0.74,0.75,0.73,1.0,0.74,0.72,0.77,0.87,0.98,0.91,0.46,0.867,77.152,0.46964413,1.5357457,0.917,0.755,0.59
Canada,1994,0.71,0.89,0.86,0.63,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.74,0.73,0.77,0.87,0.98,0.91,0.46,0.873,77.414,0.4713998,3.3558145,0.931,0.761,0.59
Canada,1995,0.71,0.89,0.86,0.63,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.74,0.73,0.77,0.87,0.98,0.91,0.46,0.877,77.675,0.47910425,1.6252813,0.931,0.761,0.59
Canada,1996,0.71,0.89,0.86,0.63,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.73,0.77,0.87,0.98,0.91,0.46,0.88,77.951,0.48402417,0.6315309,0.931,0.769,0.59
Canada,1997,0.71,0.8,0.85,0.56,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.75,0.79,0.87,0.98,0.91,0.47,0.88,78.34,0.4902337,3.2489748,0.925,0.766,0.59
Canada,1998,0.71,0.8,0.85,0.56,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.75,0.79,0.87,0.98,0.92,0.47,0.88,78.724,0.4918195,3.0342376,0.921,0.764,0.59
Canada,1999,0.71,0.8,0.85,0.56,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.75,0.79,0.87,0.98,0.92,0.47,0.884,79.103,0.49271291,4.2898364,0.921,0.764,0.59
Canada,2000,0.71,0.88,0.85,0.54,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.78,0.79,0.87,0.98,0.92,0.47,0.89,79.478,0.5016532,4.1639485,0.922,0.765,0.59
Canada,2001,0.71,0.88,0.85,0.54,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.78,0.79,0.87,0.98,0.93,0.47,0.893,79.81,0.49823913,0.77436674,0.931,0.761,0.59
Canada,2002,0.71,0.88,0.85,0.54,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.78,0.79,0.87,0.98,0.93,0.47,0.895,79.888,0.50019324,1.8852601,0.931,0.754,0.59
Canada,2003,0.71,0.88,0.85,0.54,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.8,0.79,0.87,0.98,0.93,0.48,0.897,79.967,0.5030206,0.8928535,0.931,0.754,0.59
Canada,2004,0.74,0.81,0.86,0.55,1.0,0.8,0.83,0.98,0.74,0.75,0.73,1.0,0.76,0.8,0.79,0.87,0.98,0.93,0.48,0.901,80.045,0.5070638,2.134964,0.93,0.758,0.59
Canada,2005,0.74,0.81,0.86,0.55,1.0,0.8,0.83,0.85,0.74,0.75,0.73,1.0,0.76,0.78,0.79,0.87,0.98,0.94,0.48,0.903,80.122,0.5103824,2.2402546,0.929,0.758,0.59
Canada,2006,0.74,0.89,0.9,0.58,1.0,0.8,0.83,0.98,0.74,0.75,0.76,1.0,0.76,0.75,0.79,0.87,0.98,0.94,0.48,0.907,80.213,0.5138935,1.6061782,0.943,0.765,0.59
Canada,2007,0.74,0.89,0.9,0.58,1.0,0.8,0.83,0.98,0.74,0.75,0.76,1.0,0.76,0.73,0.79,0.87,0.98,0.94,0.48,0.907,80.396,0.51389337,1.0636587,0.944,0.767,0.59
