,country,range,Voter turnout (highest score=1),Freedom of Religion (highest score=1),Urban population (% of total population),ethnicity_ratio,economic_stability_index,political_social_index,change,year
285,Turkey,2002.0-2007.0,0.756,0.49800000000000005,67.834,0.75,3.889908332061289,-0.7610892741757624,False,2007.0
286,Turkey,2007.0-2011.0,0.7725,0.4925,70.52975,0.75,0.338436322602219,-0.8911076876942239,False,2011.0
287,Turkey,2011.0-2015.0,0.83,0.52,72.79825,0.75,2.5842789719490984,-1.2705788576723163,False,2015.0
288,Turkey,2015.0-2018.0,0.8566666666666666,0.4466666666666666,74.64033333333333,0.75,1.1197892870635857,-1.7000296116839044,False,2018.0
289,Turkey,2018.0-2023.0,0.9056088888915038,0.41,76.5578,0.75,1.8149701925619037,-1.735664938298831,False,2023.0
290,United Kingdom,1990.0-1997.0,0.7424999999999999,0.98,78.273375,0.815,-0.33234259247044784,0.13338077661545253,True,1997.0
291,United Kingdom,1997.0-2001.0,0.6599999999999999,0.915,78.63125,0.815,0.882375463438303,0.1821475114913046,False,2001.0
292,United Kingdom,2001.0-2005.0,0.5725,0.9475,79.4825,0.815,-0.1318833863892036,0.21700688116825528,False,2005.0
293,United Kingdom,2005.0-2010.0,0.586,0.9279999999999999,80.7536,0.8149999999999998,-2.3976233719368105,0.2302606085519278,True,2010.0
294,United Kingdom,2010.0-2015.0,0.608,0.9960000000000001,82.1,0.8149999999999998,-0.8831202730538052,0.2329445158443917,False,2015.0
295,United Kingdom,2015.0-2017.0,0.615,0.9450000000000001,83.0145,0.815,-0.5537917888970989,0.22514100892478517,False,2017.0
296,United Kingdom,2017.0-2019.0,0.625,0.9450000000000001,83.525,0.815,-1.1790145287325158,0.20332475408976436,False,2019.0
297,United States,1990.0-1996.0,0.4557142857142857,0.9799999999999999,76.47914285714286,0.691,-0.7364220220203582,0.08212163619253286,False,1996.0
298,United States,1996.0-2000.0,0.4325,0.98,78.54599999999999,0.691,1.1383348714709152,0.07862569271927458,True,2000.0
299,United States,2000.0-2004.0,0.44000000000000006,0.98,79.49575,0.691,-0.7271555254964486,0.047301713240508726,False,2004.0
300,United States,2004.0-2008.0,0.4625,0.98,80.18350000000001,0.691,-0.9707109087782446,0.09583149666771977,True,2008.0
301,United States,2008.0-2012.0,0.45999999999999996,0.985,80.86025000000001,0.66,-1.9199332457454505,0.13314204586257594,False,2012.0
302,United States,2012.0-2016.0,0.4325,0.9924999999999999,81.57875,0.66,-0.7180263085834504,0.10526600739578529,True,2016.0
303,United States,2016.0-2020.0,0.53,0.9924999999999999,82.35925,0.615,-1.576694235810985,-0.11480261669777238,True,2020.0
