country,year,Voter turnout (highest score=1),Freedom of Religion (highest score=1),Urban population (% of total population),ethnicity_ratio,economic_stability_index,political_social_index
Spain,2001,0.74,0.85,76.343,0.68,1.10451600199738,0.10074858109504627
Spain,2002,0.74,0.98,76.533,0.68,-0.8196374850679572,0.10214644726327542
Spain,2003,0.74,0.85,76.778,0.68,-0.9733172058810884,0.09959619909309916
Spain,2004,0.76,0.98,77.022,0.68,-0.7509657084875458,0.09087378345645468
Spain,2005,0.76,0.85,77.263,0.68,-0.1938622646319191,0.11849422423605652
Spain,2006,0.76,0.85,77.502,0.68,0.2481727325216261,0.12223725403913283
Spain,2007,0.76,0.85,77.74,0.68,-0.40503696969424946,0.2471265041205055
Spain,2008,0.69,0.85,77.976,0.68,-2.8192494287777903,0.256983457165981
Spain,2009,0.69,0.75,78.21,0.68,-6.721326819964137,0.25884639576781565
Spain,2010,0.69,0.75,78.442,0.68,-2.4067753246325823,0.2620791729707253
Spain,2011,0.63,0.85,78.673,0.68,-3.2758024601252376,0.2485958194579506
Spain,2012,0.63,0.81,78.902,0.68,-5.1315019855321475,0.175098501677935
Spain,2013,0.63,0.81,79.133,0.68,-3.1893332113483455,0.14346192156700066
Spain,2014,0.63,0.81,79.366,0.68,-0.4102398765177334,0.14426175597264204
Spain,2015,0.64,0.81,79.602,0.68,1.809523782690144,0.0981822807670504
Spain,2016,0.6,0.81,79.84,0.68,0.8412271935628809,0.10086426838302312
Spain,2017,0.6,0.81,80.08,0.68,0.6248687085219872,-0.030300851387407422
Spain,2018,0.6,0.81,80.321,0.68,-0.27214736374913256,0.022360086233569557
Spain,2019,0.65,0.81,80.565,0.68,-0.8549760654852855,0.06296050799224069
Spain,2020,0.65,0.78,80.81,0.68,-13.709780370514169,0.044841604095603775
Spain,2021,0.65,0.81,81.056,0.68,4.181043194385964,-0.005880067176732658
Spain,2022,0.65,0.81,81.304,0.68,2.858450352178818,-0.05250452452050317
Sweden,1990,0.83,0.98,83.1,1.0,-2.13058183221568,0.3865443980928805
Sweden,1991,0.83,0.98,83.204,1.0,-3.9273237455257357,0.3848500566587535
Sweden,1992,0.83,0.98,83.361,1.0,-3.8464464466665875,0.3911477907841442
Sweden,1993,0.83,0.98,83.516,1.0,-4.742603137244785,0.39419295251925607
Sweden,1994,0.82,0.98,83.671,1.0,1.0841922085390021,0.39868052994917214
Sweden,1995,0.82,0.98,83.824,1.0,1.281521995475847,0.4000625090933472
Sweden,1996,0.82,0.98,83.914,1.0,-0.6918388475641897,0.3943262520092033
Sweden,1997,0.82,0.98,83.942,1.0,0.9017821347264228,0.4010777506671861
Sweden,1998,0.78,0.98,83.97,1.0,2.1442122656386795,0.40744195124360877
Sweden,1999,0.78,0.98,83.998,1.0,2.0562499105556125,0.37829810153017934
Sweden,2000,0.78,0.98,84.026,1.0,2.488468138524471,0.3789737675064223
Sweden,2001,0.78,0.98,84.071,1.0,-0.9323024556269371,0.379311600494544
Sweden,2002,0.78,0.98,84.133,1.0,-0.24492177683650632,0.3793172944336743
Sweden,2003,0.78,0.98,84.196,1.0,-0.17994550647496457,0.38092436385173883
Sweden,2004,0.78,0.98,84.258,1.0,1.817570101535534,0.3794604209032123
Sweden,2005,0.78,0.98,84.319,1.0,0.3385741140111759,0.37968564289529316
Sweden,2006,0.81,0.98,84.43,1.0,1.9660517117187066,0.3921395983183009
Sweden,2007,0.81,0.98,84.588,1.0,0.565340266370385,0.3811741677321155
Sweden,2008,0.81,0.98,84.746,1.0,-3.332737025434706,0.3847880725924508
Sweden,2009,0.81,0.98,84.902,1.0,-7.260936602791253,0.3829430677371804
Sweden,2010,0.83,0.98,85.056,1.0,2.943017369488141,0.38802983328915003
Sweden,2011,0.83,0.98,85.297,1.0,0.3093188739123539,0.38104667057021385
Sweden,2012,0.83,1.0,85.62,1.0,-3.4307000663899503,0.3912472935635696
Sweden,2013,0.83,1.0,85.936,1.0,-1.775713843569597,0.35719775117749025
Sweden,2014,0.83,0.84,86.247,1.0,-0.46544809666956954,0.3454364810144107
Sweden,2015,0.83,1.0,86.553,1.0,1.2804963394885893,0.3308671115867143
Sweden,2016,0.83,0.89,86.852,1.0,-1.3135560654685383,0.33232323390362606
Sweden,2017,0.83,1.0,87.146,1.0,-0.914543522105109,0.3027703380293644
Sweden,2018,0.82,0.89,87.431,1.0,-1.3370700632693118,0.32340041028606153
Sweden,2019,0.82,1.0,87.708,1.0,-1.152080514826397,0.32640508000274204
Sweden,2020,0.82,1.0,87.977,1.0,-4.984315506195328,0.3172433735363564
Sweden,2021,0.82,1.0,88.238,1.0,3.401787777830902,0.329966872904335
Sweden,2022,0.8,1.0,88.492,1.0,0.10412097099557178,0.3420522333862393
Switzerland,1990,0.39,0.98,73.926,0.63,0.5058028389777265,0.33233116470063184
Switzerland,1991,0.39,0.98,73.869,0.63,-4.256174891684519,0.3386168554186576
Switzerland,1992,0.39,0.98,73.815,0.63,-3.249418653651765,0.3385004777896082
Switzerland,1993,0.39,0.85,73.762,0.63,-3.1411279322512797,0.3420793706454111
Switzerland,1994,0.39,0.98,73.708,0.63,-1.6440148620990287,0.3423045926374921
Switzerland,1995,0.34,0.98,73.654,0.63,-2.2980502412228985,0.3461593360576881
Switzerland,1996,0.34,0.98,73.6,0.63,-2.0811542033439863,0.3492715955923443
Switzerland,1997,0.34,0.98,73.546,0.63,-0.094396723374224,0.3498346505725469
Switzerland,1998,0.34,0.98,73.492,0.63,0.6146160853412053,0.3572204574845491
Switzerland,1999,0.34,0.98,73.438,0.63,-0.9306836443192721,0.35739498506962764
Switzerland,2000,0.34,0.98,73.383,0.63,1.2665057353484035,0.3663190217216822
Switzerland,2001,0.34,0.98,73.375,0.63,-1.1747272214898175,0.3672704723788172
Switzerland,2002,0.34,0.85,73.401,0.63,-2.9359534545127364,0.36461685846020386
Switzerland,2003,0.36,0.98,73.427,0.63,-2.8809836901911727,0.3695659721795086
Switzerland,2004,0.36,0.98,73.452,0.63,-0.11152131188078947,0.371559709020978
Switzerland,2005,0.36,0.85,73.478,0.63,-0.016051712224687577,0.3721227640011806
Switzerland,2006,0.36,0.85,73.504,0.63,1.3129295754674344,0.37159113482871325
Switzerland,2007,0.39,0.85,73.53,0.63,0.8821791365938705,0.3909748141076765
Switzerland,2008,0.39,0.85,73.556,0.63,-0.5997152119794369,0.3985543420168762
Switzerland,2009,0.39,0.85,73.581,0.63,-5.6202203541029965,0.39726857519318615
Switzerland,2010,0.39,0.85,73.607,0.63,0.06400377152161565,0.40047742226465083
Switzerland,2011,0.39,0.85,73.631,0.63,-1.4222938039716702,0.4025958256698096
Switzerland,2012,0.39,0.8,73.653,0.63,-1.9990504606323583,0.4078305579768746
Switzerland,2013,0.39,0.8,73.674,0.63,-1.4812848034072816,0.4085480933268423
Switzerland,2014,0.39,0.8,73.696,0.63,-1.0009559891053041,0.4104469661680444
Switzerland,2015,0.38,0.8,73.718,0.63,-1.6155212134262642,0.4087525316472152
Switzerland,2016,0.38,0.8,73.739,0.63,-1.1495187670127147,0.40706928067693265
Switzerland,2017,0.38,0.8,73.761,0.63,-1.688329049825936,0.40986805824882844
Switzerland,2018,0.38,0.8,73.797,0.63,-0.004107110120943249,0.4166433870708656
Switzerland,2019,0.35,0.8,73.849,0.63,-1.68653760931262,0.42188408354608475
Switzerland,2020,0.35,0.84,73.915,0.63,-4.963779104666092,0.4109601385708963
Switzerland,2021,0.35,0.84,73.996,0.63,2.4785635600885296,0.41330320025752015
Switzerland,2022,0.35,0.84,74.092,0.6300000000000001,-0.3736577347718746,0.4114962478273526
Turkey,1990,0.92,0.46,59.203,0.75,5.107472764955036,-1.3281764443639745
Turkey,1991,0.8,0.46,59.976,0.75,-3.2042278170946745,-1.3196790119960145
Turkey,1992,0.8,0.46,60.518,0.75,1.096474806078482,-1.2947121015527747
Turkey,1993,0.8,0.5,61.055,0.75,3.6744348041731354,-1.3070827913411942
Turkey,1994,0.8,0.5,61.59,0.75,-8.43562109444371,-1.3024426310041792
Turkey,1995,0.79,0.5,62.123,0.75,3.9585830645661146,-1.2847247613246346
Turkey,1996,0.79,0.5,62.653,0.75,3.5102620854456226,-1.2795995089401528
Turkey,1997,0.79,0.46,63.179,0.75,3.741494890796002,-1.261750523908345
Turkey,1998,0.79,0.5,63.703,0.75,-1.292452528254818,-1.2783871889189076
Turkey,1999,0.8,0.5,64.223,0.75,-6.816817390091025,-1.2338674065542619
Turkey,2000,0.8,0.5,64.741,0.75,3.2762618525514293,-1.1989497624003076
Turkey,2001,0.8,0.46,65.34,0.75,-9.247539503840189,-1.1822822792237955
Turkey,2002,0.76,0.55,65.974,0.75,2.8597579274011418,-0.8437796410825513
Turkey,2003,0.76,0.55,66.602,0.75,2.264118933331613,-0.8253228806219493
Turkey,2004,0.76,0.51,67.225,0.75,6.200057042772854,-0.6888427449592608
Turkey,2005,0.76,0.51,67.84,0.75,5.424021745030872,-0.7403663596538428
Turkey,2006,0.76,0.48,68.45,0.75,3.4608697278198775,-0.7464373411546236
Turkey,2007,0.74,0.44,69.053,0.75,2.1004742113512274,-0.8044770444891362
Turkey,2008,0.74,0.44,69.651,0.75,-2.5622359316951733,-0.8656512939442013
Turkey,2009,0.74,0.51,70.241,0.75,-8.23720521250618,-0.8771033515032705
Turkey,2010,0.74,0.51,70.825,0.75,4.682702941156099,-0.9089215204171595
Turkey,2011,0.87,0.51,71.402,0.75,7.47048349345413,-0.9127545849122639
Turkey,2012,0.87,0.56,71.974,0.75,1.3518413770032391,-0.9313536693647029
Turkey,2013,0.87,0.56,72.531,0.75,4.991927445928787,-1.26472421379013
Turkey,2014,0.74,0.48,73.077,0.75,1.4241175559056942,-1.3512092823659245
Turkey,2015,0.84,0.48,73.611,0.75,2.5692295089586743,-1.5350282651685079
Turkey,2016,0.84,0.49,74.134,0.75,-0.16709128521024366,-1.6656057138358509
Turkey,2017,0.84,0.41,74.644,0.75,4.007612308640248,-1.7145748880907508
Turkey,2018,0.89,0.44,75.143,0.75,-0.48115316223924787,-1.719908233125112
Turkey,2019,0.89,0.41,75.63,0.75,-2.7220189723042565,-1.7256247666288043
Turkey,2020,0.89,0.41,76.105,0.75,-1.2332206102026069,-1.735561082426917
Turkey,2021,0.89,0.41,76.569,0.75,8.319971611269214,-1.7266960051112317
Turkey,2022,0.89,0.41,77.022,0.75,2.3901370724971103,-1.73749102281386
United Kingdom,1990,0.75,0.98,78.14,0.815,-1.6765077253422556,0.11742088057374829
United Kingdom,1991,0.75,0.98,78.112,0.815,-3.5180625000516974,0.11391958670945362
United Kingdom,1992,0.75,0.98,78.172,0.815,-1.979644330256461,0.11387593904191848
United Kingdom,1993,0.75,0.98,78.232,0.815,0.13483999218641318,0.12022573737830435
United Kingdom,1994,0.75,0.98,78.293,0.815,1.4723812398002658,0.14761793010013438
United Kingdom,1995,0.75,0.98,78.353,0.815,0.1512030843484774,0.14795576308825586
United Kingdom,1996,0.75,0.98,78.413,0.815,0.21158671101094997,0.15127722115576084
United Kingdom,1997,0.69,0.98,78.472,0.815,2.5454627885407253,0.1547531548760448
United Kingdom,1998,0.69,0.98,78.532,0.815,1.003793888078017,0.15726062177496486
United Kingdom,1999,0.69,0.98,78.591,0.815,0.6135749004569789,0.16506804661627775
United Kingdom,2000,0.69,0.85,78.651,0.815,1.8370938088034194,0.19450822061610204
United Kingdom,2001,0.57,0.85,78.751,0.815,0.07503925641479613,0.21175315695787397
United Kingdom,2002,0.57,0.85,79.047,0.815,-0.7475749236374766,0.21241486751122787
United Kingdom,2003,0.57,0.98,79.339,0.815,0.5578619234834755,0.21359154016044382
United Kingdom,2004,0.57,0.98,79.629,0.815,-0.2641387547630794,0.2120640362022356
United Kingdom,2005,0.58,0.98,79.915,0.815,-0.07368179063973403,0.22995708079911406
United Kingdom,2006,0.58,0.98,80.199,0.815,-0.47307637066837566,0.2365334247016909
United Kingdom,2007,0.58,0.85,80.479,0.815,-0.28515916977493566,0.2250594387811369
United Kingdom,2008,0.58,0.98,80.757,0.815,-3.117447184862491,0.22359031933909082
United Kingdom,2009,0.58,0.98,81.031,0.815,-7.443239975851285,0.22679916641055536
United Kingdom,2010,0.61,0.85,81.302,0.815,-0.6691941585269652,0.23932069352716512
United Kingdom,2011,0.61,0.98,81.57,0.815,-1.7518373007461097,0.2376149981928108
United Kingdom,2012,0.61,1.0,81.837,0.815,-1.3000343207758935,0.24776551070005767
United Kingdom,2013,0.61,1.0,82.102,0.815,-0.9966695109524388,0.22786344686753837
United Kingdom,2014,0.61,1.0,82.365,0.815,0.32901593154770215,0.22941453011393595
United Kingdom,2015,0.6,1.0,82.626,0.815,-0.6960761643422864,0.22206409334761582
United Kingdom,2016,0.6,0.89,82.886,0.815,-0.9580270028181198,0.2164716983805669
United Kingdom,2017,0.63,1.0,83.143,0.815,-0.14955657497607805,0.23381031946900344
United Kingdom,2018,0.63,1.0,83.398,0.815,-1.3183242261339745,0.22241816137802073
United Kingdom,2019,0.62,0.89,83.652,0.815,-1.039704831331057,0.18423134680150804
United Kingdom,2020,0.62,1.0,83.903,0.815,-12.79668929756559,0.18992449391207294
United Kingdom,2021,0.62,1.0,84.152,0.815,6.654439684428736,0.18474023998597297
United Kingdom,2022,0.62,1.0,84.398,0.815,2.32249634275854,0.1551958201830457
United States,1990,0.35,0.98,75.3,0.691,-1.3680169715769066,0.07872146197038951
United States,1991,0.35,0.98,75.701,0.691,-3.543702218544445,0.07137957096126549
United States,1992,0.6,0.98,76.097,0.691,-0.012874146289713945,0.0897161315294101
United States,1993,0.6,0.98,76.488,0.691,-0.7037813765356956,0.08504600597331571
United States,1994,0.38,0.98,76.875,0.691,0.6513889635704632,0.08252253241686124
United States,1995,0.38,0.98,77.257,0.691,-0.6407598479658407,0.08435726766533606
United States,1996,0.53,0.98,77.636,0.691,0.462791443199631,0.0831084828311521
United States,1997,0.53,0.98,78.008,0.691,1.0877536562097536,0.0830865289545491
United States,1998,0.34,0.98,78.377,0.691,1.161055193731739,0.0833117509466301
United States,1999,0.34,0.98,78.742,0.691,1.488534028604301,0.08411302504404776
United States,2000,0.52,0.98,79.057,0.691,0.8159966073378667,0.06399146593187147
United States,2001,0.52,0.98,79.234,0.691,-2.149370595571182,0.027009101489542546
United States,2002,0.34,0.98,79.409,0.691,-1.3526837127688163,0.03900472262426738
United States,2003,0.34,0.98,79.583,0.691,-0.1929726390734903,0.06140105215217146
United States,2004,0.56,0.98,79.757,0.691,0.7864048454276946,0.061791976696053706
United States,2005,0.56,0.98,79.928,0.691,0.42435921542335603,0.0610365957284423
United States,2006,0.36,0.98,80.099,0.691,-0.3129274298943382,0.089942152522478
United States,2007,0.36,0.98,80.269,0.691,-1.064488215957665,0.11517830292096744
United States,2008,0.57,0.98,80.438,0.691,-2.9297872046843314,0.1171689354989914
United States,2009,0.57,0.98,80.606,0.66,-5.55944063987495,0.1313834428427584
United States,2010,0.37,0.98,80.772,0.66,-0.24912272338827146,0.13751483473239456
United States,2011,0.37,0.98,80.944,0.66,-1.294884619913132,0.1289795947243811
United States,2012,0.53,1.0,81.119,0.66,-0.5762849998054488,0.1346903111507698
United States,2013,0.53,1.0,81.299,0.66,-0.9707049993830456,0.1375517498749355
United States,2014,0.32,1.0,81.483,0.66,-0.5690063012732793,0.13782767330170184
United States,2015,0.32,1.0,81.671,0.66,-0.15638486837504545,0.12806158666508505
United States,2016,0.56,0.97,81.862,0.66,-1.1760090653024315,0.01762301974141898
United States,2017,0.56,0.97,82.058,0.66,-0.5122573188841059,-0.08564333560714624
United States,2018,0.47,1.0,82.256,0.6,0.295479252482242,-0.10377479396603505
United States,2019,0.47,1.0,82.459,0.6,-0.27972467696544,-0.12055121175172603
United States,2020,0.62,1.0,82.664,0.6,-5.810274199876636,-0.14924112546618237
United States,2021,0.62,1.0,82.873,0.6,3.6702241323423923,-0.09042131753533769
United States,2022,0.42,1.0,83.084,0.578393609757768,-0.5578294789277395,-0.04972870247265189
Estonia,1990,0.4608000000000007,0.9604,71.231,0.0,4.392965820372361,-0.6635114640811598
Lithuania,1990,0.7935559288525837,0.8425,67.583,0.0,3.9107960090410687,-0.5834629641230543
Latvia,1990,0.6187000000000005,0.8164999999999998,69.25,0.0,1.6795504647672943,-0.5320589283466954
Australia,2023,0.7991076923076923,0.9757675213675212,86.617,0.84,0.8320939109664732,0.20659146254260194
Austria,2023,0.6387242943164892,0.73,59.53,0.93,1.6069363880687557,0.11209761983866945
Belgium,2023,0.7802849241998047,0.727388034188035,98.189,0.59,0.08560584431666733,0.23000276374218268
Canada,2023,0.6531086823961232,0.84,81.862,0.59,-0.2214977837439326,0.15521388898943325
Chile,2023,0.5,0.952752136752137,88.012,0.91,-0.048460209236501336,0.12313954109736133
Colombia,2023,0.5796923076923086,0.9017675213675204,82.354,0.7041692307692308,4.232082132350677,-0.8709320953839002
Costa Rica,2023,0.5404854701139357,0.9084888888888888,82.622,0.8370000000000001,1.7784012568695886,0.17529924623598211
Czechia,2023,0.6376959856379472,0.6311349821044132,74.552,0.0,-1.260630993948039,0.11923105664533223
Denmark,2023,0.7511473180311441,0.8586222222120341,88.495,1.0,-0.0840674974663143,0.557722216864888
Estonia,2023,0.5562461538461534,1.0091384615384618,69.81,0.0,-4.43455256030665,-0.4013401495582266
Finland,2023,0.6822871794871794,0.9002119657990306,85.773,0.93,-0.8384063195275797,0.2954314936046346
France,2023,0.7501914529914533,0.6396786324786312,81.777,0.976,0.0419971614706046,0.20260305065792575
Germany,2023,0.6321743589743587,0.658666666666667,77.765,0.0,-0.9744264411264545,0.29914151223510516
Greece,2023,0.6904649572649575,0.6900717948717952,80.673,0.96,4.742913595081416,-0.4388957456539162
Hungary,2023,0.6498427350427348,0.6735384614630675,72.864,0.9,3.066014453188692,-1.0497281821618596
Iceland,2023,0.7658341880801629,0.9998854701017308,94.042,1.0,2.3657582836118047,0.18460786983083075
Ireland,2023,0.56,0.9991008547008547,64.466,1.0,5.285653801108341,0.2507556588595495
Israel,2023,0.7000239316388388,0.7922512820666157,92.854,0.3099999999999999,2.567763148610503,-0.22167948626509432
Italy,2023,0.5513367520977681,0.7744341880341867,71.973,0.935,1.909455593774816,-0.20514891388576878
Japan,2023,0.55,0.9474632478632476,92.043,0.9778551944932588,-0.7231883308882462,0.11339572972436195
South Korea,2023,0.77,0.8481948717948704,81.456,1.0,0.7297967301631069,0.048363550993332366
Latvia,2023,0.6187000000000005,0.844676923076923,68.671,0.0,1.7856448433080083,-0.0947853223158464
Lithuania,2023,0.5883900426319997,0.8425,68.694,0.0,-0.591039877099253,0.1231625951900298
Luxembourg,2023,0.482386324786324,0.9835897435897436,92.078,0.533,-2.468103859770655,0.26390998124468407
Mexico,2023,0.54,0.8302461538461525,81.582,0.8009999999999999,1.1037653283622382,-1.2235087311013355
Netherlands,2023,0.7086256410256415,0.9758564102564103,93.179,0.9499999999999998,1.246636473403567,0.2847230773024183
New Zealand,2023,0.6939282051282047,0.9954119658119658,86.985,0.6767312187730568,0.4527944459766494,0.2915037955411112
Norway,2023,0.7482188034188035,1.002011965804627,83.995,1.0,-0.02711135906721328,0.5128107689570174
Poland,2023,0.6922198238899,0.6999846153012186,60.218,0.96,5.530304955291388,-0.76307869044851
Portugal,2023,0.4942324786324796,0.9954119658119658,67.906,1.0,4.062187344865501,0.19848343927254042
Slovenia,1990,0.52,0.9750000000000004,50.39,0.0,1.1957542504727918,-0.5706689911736574
Slovenia,2023,0.52,0.9034153846153848,56.088,0.0,0.37988335112882277,-0.14682998857499818
Spain,2023,0.6252157863345928,0.912617685913574,81.552,0.68,2.8376971196891905,-0.05292229587512899
Sweden,2023,0.8139247863247863,0.9634666666666668,88.738,1.0,0.06096542639123843,0.3100725386305296
Switzerland,2023,0.2709612012840807,0.8094348681916017,74.202,0.6300000000000001,-0.42782970494580125,0.4092855253852138
Turkey,2023,0.9680444444575188,0.41,77.463,0.75,2.3199818615500583,-1.752951814513342
United Kingdom,2023,0.6972598291304166,0.9567452991452992,84.642,0.815,2.2864611464013405,0.10607282064192988
United States,2023,0.42,0.9954119658119658,83.298,0.5657797853054944,-0.5612104140729883,-0.028762285091703255
