country,year,Voter turnout (highest score=1),Freedom of Religion (highest score=1),Urban population (% of total population),ethnicity_ratio,economic_stability_index,political_social_index
France,2002,0.7,0.75,76.38,0.976,-1.708422546522198,0.10899528457274314
France,2003,0.7,0.75,76.632,0.976,-2.0002051069194797,0.10492224241315998
France,2004,0.7,0.75,76.883,0.976,-0.03298228188271501,0.11111471456400804
France,2005,0.7,0.75,77.13,0.976,-1.205929355193443,0.1087860648758615
France,2006,0.7,0.75,77.377,0.976,-0.36853017168895374,0.1057857776845397
France,2007,0.77,0.85,77.621,0.976,-0.3143707674468123,0.1224235119759525
France,2008,0.77,0.85,77.868,0.976,-2.4120876578830783,0.2818292371622067
France,2009,0.77,0.75,78.117,0.976,-5.480025260532153,0.2830524440271657
France,2010,0.77,0.75,78.369,0.976,-0.6613800502788507,0.28158332458511953
France,2011,0.77,0.71,78.622,0.976,-0.4090051145618088,0.2989702834527944
France,2012,0.71,0.74,78.878,0.976,-2.2807901085841573,0.3092207703849193
France,2013,0.71,0.74,79.135,0.976,-2.0514777047467048,0.31248416480864666
France,2014,0.71,0.74,79.394,0.976,-1.6250615662154417,0.31293460879280866
France,2015,0.71,0.74,79.655,0.976,-1.3555794775320358,0.31794637982137275
France,2016,0.71,0.74,79.917,0.976,-1.2805485458124646,0.29178247406136426
France,2017,0.68,0.74,80.18,0.976,-0.11460543702845566,0.2960935788297007
France,2018,0.68,0.74,80.444,0.976,-0.6090551162643271,0.26371108913539804
France,2019,0.68,0.74,80.709,0.976,-0.6137225058024807,0.24209599659869022
France,2020,0.68,0.69,80.975,0.976,-9.90061814903883,0.22248633718714675
France,2021,0.68,0.69,81.242,0.976,4.022132607960831,0.2383069945692484
France,2022,0.67,0.69,81.509,0.976,0.03314253245135476,0.19159708822223773
Germany,1990,0.73,0.98,73.118,0.0,2.2420355063839836,0.40189114103194934
Germany,1991,0.73,0.98,73.269,0.0,2.235603064268179,0.40267941800423296
Germany,1992,0.73,0.98,73.36,0.0,-0.9585730386750412,0.4039503265353329
Germany,1993,0.73,0.85,73.497,0.0,-3.735301696553989,0.400390648154876
Germany,1994,0.72,0.85,73.71,0.0,-0.07227218510925261,0.4109788627092574
Germany,1995,0.72,0.75,73.922,0.0,-0.8634983813240612,0.42175396097584594
Germany,1996,0.72,0.75,74.133,0.0,-1.59518651288836,0.42425550745481333
Germany,1997,0.72,0.75,74.342,0.0,-0.46627094814564474,0.42554479110006976
Germany,1998,0.75,0.75,74.551,0.0,-0.11110308151111187,0.4377027597943388
Germany,1999,0.75,0.75,74.758,0.0,-0.28815357192748425,0.4427804758850093
Germany,2000,0.75,0.75,74.965,0.0,0.6636418458990795,0.44942167901780133
Germany,2001,0.75,0.75,75.17,0.0,-0.5990152321657526,0.44755634207147144
Germany,2002,0.73,0.75,75.374,0.0,-2.4751918605007743,0.4466853554488503
Germany,2003,0.73,0.75,75.577,0.0,-2.8646501363853467,0.44686870806720635
Germany,2004,0.73,0.75,75.779,0.0,-0.912444233240984,0.44729846146636243
Germany,2005,0.72,0.75,75.98,0.0,-1.3206714425004937,0.4532759095907595
Germany,2006,0.72,0.75,76.179,0.0,1.8240246034871133,0.45731758021095764
Germany,2007,0.72,0.75,76.378,0.0,1.0046863109441688,0.4623333797125897
Germany,2008,0.72,0.75,76.575,0.0,-0.9575305826801211,0.4606390382784627
Germany,2009,0.64,0.75,76.771,0.0,-7.56412905809343,0.4652874937201385
Germany,2010,0.64,0.75,76.966,0.0,2.2300505877662093,0.4666521838297286
Germany,2011,0.64,0.8,77.16,0.0,3.7600742747459845,0.4683962152691952
Germany,2012,0.64,0.77,77.17,0.0,-1.8793909506541115,0.46245798416281275
Germany,2013,0.66,0.77,77.18,0.0,-1.94566076117427,0.42882370035077816
Germany,2014,0.66,0.74,77.19,0.0,-0.32518633264373376,0.4132571818521265
Germany,2015,0.66,0.74,77.2,0.0,-1.4924237327793377,0.41885649974607014
Germany,2016,0.66,0.74,77.224,0.0,-0.7014312575140961,0.4185894083802643
Germany,2017,0.69,0.74,77.261,0.0,0.1876671265365281,0.3834325538280982
Germany,2018,0.69,0.74,77.312,0.0,-1.4313063698054307,0.3263959475877905
Germany,2019,0.69,0.74,77.376,0.0,-1.2617322715909762,0.34175733197318914
Germany,2020,0.69,0.71,77.453,0.0,-6.014808856061597,0.29567386741182444
Germany,2021,0.69,0.74,77.544,0.0,1.0106519260690456,0.32703388870789635
Germany,2022,0.69,0.74,77.648,0.0,-1.0346377284055133,0.3184600440328157
Greece,1990,0.88,0.71,71.467,0.96,-3.1618300745521744,-0.5634008556704245
Greece,1991,0.88,0.71,71.635,0.96,-0.23976464159027788,-0.563894528573209
Greece,1992,0.88,0.75,71.757,0.96,-2.175895659417079,-0.5597593097389167
Greece,1993,0.86,0.75,71.878,0.96,-4.286705632166283,-0.5565810631695703
Greece,1994,0.86,0.71,71.998,0.96,-0.6189724054123832,-0.5544173643931293
Greece,1995,0.86,0.71,72.119,0.96,-0.4857160315297672,-0.5469399969063259
Greece,1996,0.84,0.75,72.239,0.96,0.3003052359204816,-0.2802452549255192
Greece,1997,0.84,0.75,72.358,0.96,1.860585853291405,-0.2797914105866727
Greece,1998,0.84,0.75,72.478,0.96,1.2112204493668786,-0.2813189145448809
Greece,1999,0.84,0.75,72.597,0.96,0.5686267301239194,-0.27965581698256486
Greece,2000,0.89,0.71,72.716,0.96,1.3860954925393678,-0.27324328288610894
Greece,2001,0.89,0.71,72.913,0.96,1.4821743428568348,-0.2681333881587835
Greece,2002,0.89,0.71,73.303,0.96,1.4331205805277665,-0.0002587475377458371
Greece,2003,0.89,0.71,73.689,0.96,3.432818846720664,0.0004169184384972102
Greece,2004,0.88,0.75,74.073,0.96,2.6918571069116215,4.3176736546490094e-05
Greece,2005,0.88,0.71,74.452,0.96,-1.804947182266554,0.004921953430063127
Greece,2006,0.88,0.75,74.827,0.96,3.226063201259583,0.002619114429892046
Greece,2007,0.8,0.71,75.199,0.96,0.9014325961835032,0.024380519708879046
Greece,2008,0.8,0.71,75.568,0.96,-2.708979385473633,0.025132860158039304
Greece,2009,0.79,0.75,75.932,0.96,-6.661705658023954,0.022411809099987794
Greece,2010,0.79,0.75,76.292,0.96,-7.709117818209308,0.007316709689550457
Greece,2011,0.79,0.71,76.649,0.96,-12.12586165122814,0.0034054870425033906
Greece,2012,0.69,0.71,77.004,0.96,-8.692484789296234,-0.28440129759490845
Greece,2013,0.69,0.65,77.355,0.96,-3.9161296436257125,-0.2942326475275818
Greece,2014,0.69,0.68,77.702,0.96,-0.9623291510095912,-0.28973518508882995
Greece,2015,0.7,0.68,78.046,0.96,-1.645891357401165,-0.3430576167457688
Greece,2016,0.7,0.68,78.387,0.96,-2.1819906525907107,-0.3407050590705806
Greece,2017,0.7,0.65,78.724,0.96,-0.8172907093450058,-0.3407236242703989
Greece,2018,0.7,0.74,79.058,0.96,-0.2346564142276113,-0.34846997400293694
Greece,2019,0.63,0.68,79.388,0.96,-0.12269495768142011,-0.34053362783359253
Greece,2020,0.63,0.68,79.715,0.96,-11.231173817963187,-0.3915013523766798
Greece,2021,0.63,0.68,80.038,0.96,7.597196878891172,-0.4172340773128369
Greece,2022,0.63,0.68,80.357,0.96,4.88815220603113,-0.4595187736092307
Hungary,1990,0.65,0.98,65.838,0.9,-4.854370518943218,-0.6466129950508434
Hungary,1991,0.65,0.98,65.713,0.9,-4.854345065850316,-0.6300306380559734
Hungary,1992,0.65,0.98,65.587,0.9,-5.136023155129114,-0.6255884468213486
Hungary,1993,0.65,0.85,65.461,0.9,-2.5724490745170607,-0.6288645186935624
Hungary,1994,0.69,0.98,65.335,0.9,0.9783826367001753,-0.6224354239608351
Hungary,1995,0.69,0.98,65.209,0.9,-0.4788973728940779,-0.35304337160417487
Hungary,1996,0.69,0.98,65.083,0.9,-1.8553408263410154,-0.3535532185617345
Hungary,1997,0.69,0.98,64.956,0.9,1.2413267359363611,-0.35407274731836463
Hungary,1998,0.59,0.98,64.829,0.9,2.032258007099942,-0.35697902049344815
Hungary,1999,0.59,0.98,64.702,0.9,1.253639863802787,-0.3625822671398848
Hungary,2000,0.59,0.8,64.575,0.9,2.6412189681443112,-0.3617371258715878
Hungary,2001,0.59,0.85,64.67,0.9,2.203327349890651,-0.354013485971464
Hungary,2002,0.71,0.98,65.081,0.9,2.9302484939487448,-0.08014974369197206
Hungary,2003,0.71,0.98,65.489,0.9,2.2630852702781725,-0.08829717626612406
Hungary,2004,0.71,0.98,65.896,0.9,3.127700040197605,-0.09254034245017538
Hungary,2005,0.71,0.98,66.365,0.9,2.392158199793309,-0.11414765250523702
Hungary,2006,0.69,0.98,66.895,0.9,1.9984440892079876,-0.10265565699336344
Hungary,2007,0.69,0.98,67.421,0.9,-1.6766788684692435,0.04525742078587835
Hungary,2008,0.69,0.98,67.943,0.9,-0.9285978332601634,0.04045018116438901
Hungary,2009,0.69,0.98,68.46,0.9,-8.562630186985537,0.04744230567951566
Hungary,2010,0.63,0.98,68.911,0.9,-0.8046844880785916,-0.20174007488069656
Hungary,2011,0.63,0.98,69.358,0.9,0.046241815927775966,-0.47919598840962685
Hungary,2012,0.63,0.81,69.678,0.9,-2.84858953329553,-0.5318658837404733
Hungary,2013,0.63,0.81,69.953,0.9,-0.026405749136661476,-0.5746084851745807
Hungary,2014,0.63,0.81,70.227,0.9,2.403715261398008,-0.6974537989791301
Hungary,2015,0.63,0.81,70.5,0.9,1.8446322859642703,-0.7355083910823144
Hungary,2016,0.63,0.81,70.779,0.9,0.39340065324737417,-0.752704595561878
Hungary,2017,0.63,0.81,71.062,0.9,2.439908201517669,-0.7976856815179224
Hungary,2018,0.71,0.74,71.351,0.9,3.3863688823620937,-0.908263189803403
Hungary,2019,0.71,0.77,71.644,0.9,2.8021264527087077,-0.9091950988688501
Hungary,2020,0.71,0.74,71.942,0.9,-6.43956225859092,-0.9353569982520638
Hungary,2021,0.71,0.74,72.245,0.9,5.420154464366264,-0.9588289638558565
Hungary,2022,0.71,0.74,72.552,0.9,3.1696775386751206,-0.9742754648469564
Iceland,1990,0.72,0.98,90.75,1.0,1.974047840424305,0.11636051811590911
Iceland,1991,0.89,0.98,90.932,1.0,1.974047247028413,0.11927438969131345
Iceland,1992,0.89,0.98,91.112,1.0,1.9740475978354066,0.14020714781885754
Iceland,1993,0.89,0.98,91.287,1.0,1.974047046578985,0.14235193323714662
Iceland,1994,0.89,0.98,91.46,1.0,1.9740484255234767,0.1539702060768944
Iceland,1995,0.88,0.98,91.63,1.0,1.9740462708356012,0.1582074829860701
Iceland,1996,0.87,0.98,91.797,1.0,1.8944068441388933,0.1591537690502828
Iceland,1997,0.87,0.98,91.96,1.0,2.799009416875062,0.1609170771636274
Iceland,1998,0.87,0.98,92.121,1.0,4.109568301946411,0.16276941578908638
Iceland,1999,0.86,0.98,92.267,1.0,0.6748154025910665,0.16764386376427876
Iceland,2000,0.86,0.98,92.401,1.0,1.4477352623247328,0.1808504092621349
Iceland,2001,0.86,0.98,92.532,1.0,0.5303679155029362,0.18286592157244522
Iceland,2002,0.86,0.98,92.662,1.0,-2.443696949670913,0.18304058087571543
Iceland,2003,0.89,0.98,92.789,1.0,-0.6718358794005106,0.1870683521111525
Iceland,2004,0.63,0.98,92.914,1.0,4.750442000365979,0.18242038941963815
Iceland,2005,0.63,0.85,93.037,1.0,2.3481773300458073,0.18827568342202294
Iceland,2006,0.63,0.85,93.159,1.0,1.7407143973504695,0.1939838110118364
Iceland,2007,0.85,0.85,93.278,1.0,3.6356842208420574,0.20880327106372168
Iceland,2008,0.85,0.98,93.395,1.0,-1.7832826769861183,0.2196845773747948
Iceland,2009,0.85,0.98,93.511,1.0,-10.08806409313873,0.2349924144548957
Iceland,2010,0.85,0.98,93.574,1.0,-4.802569673557736,0.24790810584811743
Iceland,2011,0.85,0.98,93.587,1.0,-0.5745751341642886,0.2411623747278633
Iceland,2012,0.69,1.0,93.6,1.0,-1.5824137896499386,0.2574997433166415
Iceland,2013,0.8,1.0,93.633,1.0,1.4584824715529137,0.20071325805476678
Iceland,2014,0.8,1.0,93.667,1.0,-1.5474827312779567,0.19399969885226678
Iceland,2015,0.8,0.89,93.7,1.0,1.244449550565902,0.20347532158242454
Iceland,2016,0.73,0.89,93.735,1.0,2.7285948059193466,0.18621859745777408
Iceland,2017,0.78,1.0,93.773,1.0,-0.3302820083653263,0.1768920368047168
Iceland,2018,0.78,0.89,93.813,1.0,0.007678905824557693,0.21809752132540253
Iceland,2019,0.78,1.0,93.855,1.0,-2.4639260832027676,0.17146807595478938
Iceland,2020,0.63,1.0,93.898,1.0,-10.819167203102332,0.2163389505067408
Iceland,2021,0.76,1.0,93.944,1.0,0.6987879822854478,0.1572426693324991
Iceland,2022,0.76,1.0,93.992,1.0,2.4662437619533883,0.1202071451789259
Ireland,1990,0.71,0.85,56.929,1.0,6.265345498516902,0.12227603641828215
Ireland,1991,0.71,0.98,57.073,1.0,-0.7643305730420833,0.13055605707623463
Ireland,1992,0.74,0.85,57.293,1.0,0.5309890881281866,0.14468348787031235
Ireland,1993,0.74,0.98,57.512,1.0,0.0709605600234862,0.14724807008107452
Ireland,1994,0.74,0.98,57.731,1.0,3.230157010991636,0.15725624703987914
Ireland,1995,0.74,0.98,57.949,1.0,6.964153218447901,0.15743090634314919
Ireland,1996,0.74,0.98,58.173,1.0,4.423661650304705,0.16655693290402016
Ireland,1997,0.47,0.98,58.419,1.0,7.804353192484438,0.17974018866918717
Ireland,1998,0.47,0.98,58.664,1.0,5.527905734237112,0.18545385501300213
Ireland,1999,0.47,0.98,58.91,1.0,7.181276435231687,0.18590429899716418
Ireland,2000,0.47,0.98,59.155,1.0,5.845219662606976,0.1804910759530101
Ireland,2001,0.47,0.98,59.399,1.0,1.5328806938381334,0.18200558159034763
Ireland,2002,0.67,0.98,59.649,1.0,2.0201609372039466,0.18725986113457171
Ireland,2003,0.67,0.98,59.925,1.0,-0.7601949814289911,0.18972178895597624
Ireland,2004,0.67,0.98,60.202,1.0,2.743886999979707,0.19157412758143527
Ireland,2005,0.67,0.98,60.477,1.0,1.351372819850606,0.19274024694384628
Ireland,2006,0.67,0.98,60.738,1.0,0.08563835969834609,0.19667129420729693
Ireland,2007,0.69,0.85,60.94,1.0,0.19968396770496574,0.21127408226842406
Ireland,2008,0.69,0.85,61.141,1.0,-8.52123104398844,0.21447890558380725
Ireland,2009,0.69,0.98,61.342,1.0,-8.164426318598215,0.21594802502585328
Ireland,2010,0.69,0.98,61.542,1.0,-0.9791850617849792,0.21829734185121738
Ireland,2011,0.5,0.98,61.742,1.0,-1.269545448827623,0.2189913604985329
Ireland,2012,0.5,1.0,61.942,1.0,-2.66159721278919,0.22221290863037335
Ireland,2013,0.5,1.0,62.141,1.0,-1.4663114742188916,0.21371405343785585
Ireland,2014,0.5,1.0,62.34,1.0,5.926774432428215,0.2220919024217371
Ireland,2015,0.5,1.0,62.538,1.0,21.19511639278745,0.2308962660869745
Ireland,2016,0.57,0.89,62.737,1.0,-1.4862986752903038,0.22767063361584136
Ireland,2017,0.57,1.0,62.947,1.0,6.018090170317101,0.23937891400274058
Ireland,2018,0.38,0.89,63.17,1.0,5.025200407471664,0.2398844203145952
Ireland,2019,0.38,1.0,63.405,1.0,1.757889440810763,0.2397932711757076
Ireland,2020,0.56,0.89,63.653,1.0,3.4160512068140534,0.2362213157434337
Ireland,2021,0.56,1.0,63.912,1.0,11.922716666658182,0.24262580232772676
Ireland,2022,0.56,1.0,64.183,1.0,5.317089927443106,0.24120660675124764
Israel,1990,0.83,0.85,90.359,0.31,0.9501906174466869,-0.34014035875537507
Israel,1991,0.83,0.98,90.463,0.31,0.9501908143103305,-0.20784124613045332
Israel,1992,0.82,0.85,90.565,0.31,0.9501672171771672,-0.20363303094813903
Israel,1993,0.82,0.81,90.666,0.31,0.9501912080376176,-0.20130136418932992
Israel,1994,0.82,0.85,90.767,0.31,0.9501914049012611,-0.19674530363173498
Israel,1995,0.82,0.81,90.866,0.31,0.9501916017649048,-0.158684371016921
Israel,1996,0.85,0.85,90.943,0.31,1.0832715611775834,-0.15367638150702695
Israel,1997,0.85,0.81,91.009,0.31,-0.8798710405952507,-0.15631762266258642
Israel,1998,0.85,0.85,91.074,0.31,-0.34776532141113586,-0.4191702847613289
Israel,1999,0.85,0.81,91.139,0.31,-1.376872541161121,-0.41540960489169776
Israel,2000,0.85,0.85,91.203,0.31,3.728446392834518,-0.41428171998819435
Israel,2001,0.69,0.81,91.267,0.31,-4.112605409361628,-0.4044776422546295
Israel,2002,0.69,0.85,91.33,0.31,-4.215192035134348,-0.13872709646687495
Israel,2003,0.76,0.85,91.393,0.31,-2.5296853740270615,-0.1389606507420718
Israel,2004,0.76,0.81,91.456,0.31,0.8392031641798616,-0.1378965890888964
Israel,2005,0.76,0.81,91.518,0.31,0.20504391351772017,-0.1368830901245318
Israel,2006,0.71,0.81,91.58,0.31,1.623246218491874,-0.1438817211752823
Israel,2007,0.71,0.81,91.641,0.31,2.0572556122140613,-0.14308688189831392
Israel,2008,0.71,0.81,91.702,0.31,-0.6762981407183284,-0.4087455072750341
Israel,2009,0.7,0.81,91.763,0.31,-3.6089209574829213,-0.14188513591148313
Israel,2010,0.7,0.81,91.826,0.31,1.6464169886173106,-0.15065577575150602
Israel,2011,0.7,0.85,91.892,0.31,1.5188767278602784,-0.15235011718563304
Israel,2012,0.7,0.77,91.96,0.31,-1.3982232412008158,-0.4192843461857611
Israel,2013,0.73,0.8,92.031,0.31,0.37577236889285015,-0.429915364622405
Israel,2014,0.73,0.8,92.104,0.31,-0.1659847086458001,-0.4250405605799098
Israel,2015,0.76,0.77,92.179,0.31,-1.6340956959124513,-0.17038231425798145
Israel,2016,0.76,0.8,92.256,0.31,0.38327113956559555,-0.1769343418048001
Israel,2017,0.76,0.8,92.336,0.31,0.16509002959296637,-0.20494405730342716
Israel,2018,0.76,0.77,92.418,0.31,-0.024868818189333404,-0.19749450697649634
Israel,2019,0.77,0.8,92.501,0.31,0.07733434128711117,-0.2348935590798398
Israel,2020,0.78,0.77,92.587,0.31,-5.6823687193192995,-0.19145617163076845
Israel,2021,0.74,0.8,92.674,0.31,4.691170632826369,-0.17194998360580624
Israel,2022,0.78,0.8,92.763,0.3099999999999999,2.6433019015000783,-0.14779107660119736
Italy,1990,0.95,0.98,66.726,0.935,-0.20917748145044635,-0.10514648303825203
Italy,1991,0.95,0.98,66.706,0.935,-0.6414429736281573,-0.09079386874401026
Italy,1992,0.93,0.98,66.742,0.935,-1.3438041194619152,-0.06471960742778964
Italy,1993,0.93,0.98,66.802,0.935,-3.0230086290011426,-0.05009301552097771
Italy,1994,0.91,0.98,66.862,0.935,0.020612847498294874,-0.08761672802691452
Italy,1995,0.91,0.98,66.922,0.935,0.7756130549848652,-0.07996548009365567
Italy,1996,0.88,0.98,66.982,0.935,-0.8712511043232131,-0.060793360541361426
Italy,1997,0.88,0.98,67.042,0.935,-0.3332250061666069,-0.03736267266146558
Italy,1998,0.88,0.98,67.102,0.935,-0.32824502552766954,-0.03873103140789034
Italy,1999,0.88,0.98,67.162,0.935,-0.5009311990819802,-0.0375543587586744
Italy,2000,0.88,0.98,67.222,0.935,1.6303885527094115,-0.03805966924169538
Italy,2001,0.85,0.98,67.282,0.935,-0.21542592524497944,-0.0583208037410016
Italy,2002,0.85,0.98,67.382,0.935,-2.004793986290549,-0.0696340335510424
Italy,2003,0.85,0.98,67.501,0.935,-2.415044758100872,-0.3325198456404206
Italy,2004,0.85,0.98,67.62,0.935,-1.3402032064393832,-0.3301705288150566
Italy,2005,0.85,0.85,67.738,0.935,-1.7858773757694795,-0.3284972389979056
Italy,2006,0.82,0.75,67.856,0.935,-0.6243751372942752,-0.025448425595637248
Italy,2007,0.82,0.75,67.974,0.935,-1.1336080810604878,0.002619978252892674
Italy,2008,0.79,0.75,68.092,0.935,-3.725489554163928,-0.31113607968737894
Italy,2009,0.79,0.75,68.209,0.935,-7.821050555679988,-0.3200236963238527
Italy,2010,0.79,0.75,68.327,0.935,-0.7086244221683704,-0.31270080920681487
Italy,2011,0.79,0.98,68.444,0.935,-1.5752414422856573,-0.29056557413985745
Italy,2012,0.79,1.0,68.684,0.935,-5.351574597044778,-0.27542117008275735
Italy,2013,0.68,1.0,68.979,0.935,-5.081912761485361,-0.23812728430048863
Italy,2014,0.68,0.81,69.272,0.935,-3.0273289424633374,-0.23612702264528196
Italy,2015,0.68,0.81,69.565,0.935,-1.234025510252231,-0.23039631351977521
Italy,2016,0.68,0.81,69.855,0.935,-0.6438089517399203,-0.22213003023744435
Italy,2017,0.68,0.81,70.144,0.935,-0.28916187656133396,-0.2457951506079232
Italy,2018,0.65,0.81,70.438,0.935,-0.9916738802876914,-0.23864186086912098
Italy,2019,0.65,0.81,70.736,0.935,-0.46098354175675466,-0.25372162317284963
Italy,2020,0.65,0.78,71.039,0.935,-10.63919700769107,-0.2251347519519058
Italy,2021,0.65,0.81,71.346,0.935,6.764180849586594,-0.220061876231061
Italy,2022,0.55,0.81,71.657,0.935,1.9542737335892268,-0.21992919474653458
Japan,1990,0.75,0.98,77.339,0.973,2.38416165996116,-0.0007098037408229357
Japan,1991,0.75,0.98,77.473,0.973,1.007978909989796,0.00017103701218781523
Japan,1992,0.75,0.98,77.61,0.973,-1.5828214772115454,0.0035403263090501335
Japan,1993,0.66,0.98,77.746,0.973,-2.8909326464961045,0.13509331147791837
Japan,1994,0.66,0.98,77.881,0.973,-1.3079934252999403,0.1393106657782574
Japan,1995,0.44,0.98,78.016,0.973,0.2809808173455161,0.14156806219258705
Japan,1996,0.6,0.98,78.145,0.973,0.7906186559046119,0.1417548151656277
Japan,1997,0.6,0.98,78.272,0.9798,-1.3686163233583042,0.14213614413479703
Japan,1998,0.6,0.98,78.398,0.9798,-3.6477594727742324,0.14478975805341038
Japan,1999,0.6,0.98,78.523,0.9798,-2.625248117097643,0.019591547232507046
Japan,2000,0.58,0.98,78.649,0.9798,0.4833970106336506,0.02387481142582827
Japan,2001,0.58,0.98,79.99,0.9798,-1.964963004543378,0.03028256192962787
Japan,2002,0.58,0.98,81.647,0.9798,-2.2998517613203417,0.030620394917749396
Japan,2003,0.59,0.98,83.196,0.9798,-0.7913592325535298,0.1568183922855209
Japan,2004,0.59,0.98,84.64,0.9798,0.042284900912528116,0.15710553086664017
Japan,2005,0.66,0.98,85.978,0.9798,-0.3150965739374894,0.1830509852544047
Japan,2006,0.66,0.98,87.118,0.9798,-0.801307276884243,0.18213320357660787
Japan,2007,0.66,0.98,88.146,0.9798,-0.7420099287552482,0.18439059999093746
Japan,2008,0.66,0.98,89.103,0.9798,-3.381552436869958,0.1821602158534796
Japan,2009,0.69,0.98,89.989,0.9798,-7.790912200595631,0.18319540525806433
Japan,2010,0.69,0.98,90.812,0.9808,1.9697579487486376,0.18383386670260063
Japan,2011,0.69,0.85,91.069,0.9808,-1.9002132286627542,0.1871719868820439
Japan,2012,0.59,0.84,91.148,0.9808,-0.5726799501454075,0.18858899211107005
Japan,2013,0.59,1.0,91.226,0.9808,0.0429060300035348,0.1529708256583754
Japan,2014,0.51,1.0,91.304,0.9808,-1.6800823588006495,0.1529033783154256
Japan,2015,0.51,1.0,91.381,0.9808,-0.4409980310314985,0.15012541850027838
Japan,2016,0.51,1.0,91.457,0.979,-1.304100461612802,0.15023802949631898
Japan,2017,0.51,0.89,91.535,0.979,-0.3508535110446782,0.15246332375707725
Japan,2018,0.51,1.0,91.616,0.979,-1.338295483667433,0.15525658538573456
Japan,2019,0.51,1.0,91.698,0.979,-2.3716334144301903,0.15721371437561946
Japan,2020,0.51,0.89,91.782,0.979,-5.974167351857363,0.1345605156359937
Japan,2021,0.55,1.0,91.867,0.979,0.922663677019043,0.12814606231323505
Japan,2022,0.55,1.0,91.955,0.9782410108459773,-0.7056424341166598,0.13319956131567906
South Korea,1990,0.74,0.98,73.844,1.0,6.690670585333144,-0.8581369399745458
South Korea,1991,0.74,0.98,74.972,1.0,7.5772713976964265,-0.8536309874304733
South Korea,1992,0.85,0.98,75.82,1.0,2.991014450280741,-0.8270195560502254
South Korea,1993,0.85,0.98,76.645,1.0,3.6875124062188203,-0.4650722497751097
South Korea,1994,0.85,0.98,77.452,1.0,6.064982907594675,-0.4561635702184928
South Korea,1995,0.85,0.98,78.239,1.0,6.4073667549173585,-0.45503746025808783
South Korea,1996,0.65,0.98,78.662,1.0,4.757867585751273,-0.43431295214603866
South Korea,1997,0.93,0.98,78.905,1.0,3.069862511862873,-0.38255099972756484
South Korea,1998,0.93,0.98,79.145,1.0,-7.921560344673299,-0.2765390587981163
South Korea,1999,0.93,0.98,79.384,1.0,8.567704356139519,-0.2521895562403424
South Korea,2000,0.55,0.98,79.621,1.0,6.042964688705687,-0.20961854854736695
South Korea,2001,0.55,0.98,79.94,1.0,1.9413116033463547,-0.20516097722320314
South Korea,2002,0.71,0.98,80.299,1.0,4.994650951675874,0.07413636864236679
South Korea,2003,0.71,0.98,80.652,1.0,0.5043725213365476,0.08017190840070072
South Korea,2004,0.59,0.98,81.002,1.0,2.6716319576009817,0.08053861363741302
South Korea,2005,0.59,0.98,81.345,1.0,1.9780074784135067,0.08075197007776545
South Korea,2006,0.59,0.98,81.528,1.0,2.6033267545643644,0.08176733920497985
South Korea,2007,0.64,0.98,81.631,1.0,3.1567475874504938,0.08500419282414869
South Korea,2008,0.46,0.98,81.733,1.0,0.12418247846616148,-0.06879313089646477
South Korea,2009,0.46,0.98,81.835,1.0,-1.8343257128829509,-0.07300539389226918
South Korea,2010,0.46,0.85,81.936,1.0,4.164449282264718,-0.3280002917963899
South Korea,2011,0.46,0.98,81.923,1.0,0.7818363330949273,-0.32540506239393874
South Korea,2012,0.79,0.86,81.851,1.0,-0.24398231856832076,-0.3632056491699425
South Korea,2013,0.79,0.86,81.779,1.0,0.5865571357494369,-0.2884501010410747
South Korea,2014,0.79,0.81,81.707,1.0,0.44663080553866524,-0.29198914178249
South Korea,2015,0.79,0.81,81.634,1.0,0.15879617951513292,-0.30119484425071746
South Korea,2016,0.6,0.81,81.562,1.0,0.42958348035631566,-0.25830181584834216
South Korea,2017,0.78,0.87,81.503,1.0,0.7606542631068168,-0.05292489948447231
South Korea,2018,0.78,0.89,81.459,1.0,0.3527130576423608,0.22011606661848152
South Korea,2019,0.78,0.97,81.43,1.0,-0.22060872550785118,0.2025649952981711
South Korea,2020,0.66,0.89,81.414,1.0,-2.9557228026504405,0.19084175418946578
South Korea,2021,0.66,0.89,81.414,1.0,2.3793909717347472,0.20092978379459273
South Korea,2022,0.77,0.89,81.427,1.0,0.7350905592551188,0.07548970756249566
Latvia,1991,0.81,0.77,69.201,0.586,1.6795493344101275,-0.5965044736390738
Latvia,1992,0.81,0.98,68.852,0.586,1.6795482040529612,-0.2811591693692101
Latvia,1993,0.57,0.98,68.799,0.586,1.6795470736957945,-0.21290787463861802
Latvia,1994,0.57,0.98,68.901,0.586,1.6794788682506117,-0.1822739463550679
Latvia,1995,0.5,0.75,68.75,0.586,1.6794895769722857,-0.45622854017496856
Latvia,1996,0.5,0.75,68.65,0.586,1.6405180487135458,-0.43967100396997466
Latvia,1997,0.5,0.75,68.6,0.586,7.817626785627925,-0.4201301874605749
Latvia,1998,0.51,0.8,68.451,0.586,5.233801092790742,-0.4205584604100625
Latvia,1999,0.51,0.8,68.22,0.586,1.4864496128598,-0.14764589390832145
Latvia,2000,0.51,0.8,68.067,0.586,4.589773475901422,-0.133950876743955
Latvia,2001,0.51,0.75,67.95,0.586,5.5960240701147175,-0.12944492419988265
Latvia,2002,0.54,0.8,67.85,0.586,6.2300498999307745,-0.12454490014256824
Latvia,2003,0.54,0.8,67.8,0.586,7.366223422288329,-0.10260395647008883
